keys,en,pt_BR
ACT_7_7.3,"It was the acting general who had been seated in wake of the old general's disappearance, and he had an immediate order for me.","Era o general em exercício que fora nomeado devido ao desaparecimento do antigo general, e ele tinha uma ordem imediata para mim."
ACT_7_7.4,The order was to go to Ronan Isidro's house and drag him out if necessary.,A ordem era ir até a casa de Ronan Isidro e arrastá-lo para fora se necessário.
ACT_7_7.5,"They had been trying to contact him for a few days, but he was unresponsive.","Estavam tentando contactá-lo há vários dias, mas ele não respondia."
ACT_7_7.6,"Apparently, an investigation was launched into the death of Seiko and Isamu, and a lot had been uncovered, including Ronan apparently playing a part in covering up his death.","Aparentemente, uma investigação teve início sobre a morte de Seiko e Isamu, e muito foi descoberto, incluindo a aparente participação de Ronan no encobrimento do homem."
ACT_7_7.7,"Isamu,","Isamu,"
ACT_7_7.8,"as it turned out,","ao que tudo indica,"
ACT_7_7.9,had not died protecting Seiko's honor.,não morrera protegendo a honra de Seiko.
ACT_7_7.10,"He had died from exhaustion,","Ele morrera de exaustão,"
ACT_7_7.11,a heart attack took his life immediately –,um ataque cardíaco ceifou sua vida imediatamente –
ACT_7_7.12,a sign of weakness.,um sinal de fraqueza.
ACT_7_7.13,"Worst part was, the word leaked to foreign sources and they were already reporting on it worldwide.",A pior parte era que a notícia vazara para fontes internacionais e elas já estavam reportando mundialmente.
ACT_7_7.14,"The acting general believed that I was Ronan's best friend, as the word got around.","O general em exercício acreditava que eu era o melhor amigo de Ronan, pelo que diziam."
ACT_7_7.15,He said that he believed that I could bring him in without much fuss and without wasting men who were needed in desperate places –,Ele disse que acreditava que eu seria capaz de trazê-lo sem muito escândalo e sem desperdiçar homens que eram necessários em lugares desesperados –
ACT_7_7.16,"aka, the places where rebellions were starting to rise.","ou seja, os lugares onde rebeliões estavam começando a acontecer."
ACT_7_7.17,"I was free to bring two men if I wished, but I refused.","Eu era livre para levar dois homens se desejasse, mas recusei."
ACT_7_7.18,I told him that I could bring him in alone.,Eu disse que conseguiria trazê-lo sozinho.
ACT_7_7.19,Told them that he was a reasonable man.,Disse que ele era um homem razoável.
ACT_7_7.20,Told them that he was not a violent man.,Disse que ele não era um homem violento.
ACT_7_7.21,All lies to keep the mask on.,Mentiras para manter a máscara no lugar.
ACT_7_8.1,"And so that is how,","E foi assim que,"
ACT_7_8.2,"after taking a long train ride where I struggled to fall asleep,","após uma longa viagem de trem durante a qual eu tive dificuldade em dormir,"
ACT_7_8.3,after constant noises and breaths haunted my ears...,após constantes ruídos e respirações assombrando meus ouvidos…
ACT_7_9.1,I ended up outside his house.,Eu acabei do lado de fora de sua casa.
ACT_7_10.1,"'It's terrible weather, officer,'","'O tempo está terrível, oficial,’"
ACT_7_10.2,"A very quiet,","Uma voz muito baixa,"
ACT_7_10.3,"well-spoken voice said from behind me,","e eloquente disse às minhas costas,"
ACT_7_10.4,'you should get inside.','você deveria entrar.’
ACT_7_10.5,I turned around to see a man standing in the middle of rain.,Eu me virei para ver um homem de pé no meio da chuva.
ACT_7_10.6,"He had a nice form to him,","Ele tinha uma forma boa,"
ACT_7_10.7,an even stronger form than me to be honest.,uma forma até mesmo mais forte do que eu para ser honesto.
ACT_7_10.8,"He was holding a notepad in his right hand and a pen in his left,","Ele segurava um caderno em sua mão direita e uma caneta na esquerda,"
ACT_7_10.9,"'I had been trying to reach Officer Isidro for days now, but he just doesn't answer the door.","'Estive tentando entrar em contato com o Oficial Isidro há dois dias, mas ele não atende à porta."
ACT_7_10.10,Is it true what they say about him?',É verdade o que dizem sobre ele?’
ACT_7_11.1,"Suddenly,","Subitamente,"
ACT_7_11.2,"a running man passed us by,","um homem correndo passou por nós,"
ACT_7_11.3,"and looking at the other man he screamed,","e olhando para o outro homem, gritou,"
ACT_7_11.4,"'Get inside, it is going to storm today!'","'Entrem, vai ter uma tempestade hoje!’"
ACT_7_11.5,"and then as his eyes fell upon me,","e então seus olhos recaíram sobre mim,"
ACT_7_11.6,"he suddenly became still,","ele repentinamente enrijeceu-se,"
ACT_7_11.7,"saluted me in an awkward stance,","saudou-me com uma pose estranha,"
ACT_7_11.8,"and said,","e disse,"
ACT_7_11.9,'Love to [i]Yhafa[/i] sir! Thanks for your duty to our great nation!',"'Amor à [i]Yhafa[/i], senhor! Obrigado por seus deveres para com nossa grande nação!’"
ACT_7_11.10,and quickly ran out of that place.,e rapidamente saiu correndo dali.
ACT_7_12.1,"'I am in no mood of giving any answers,'","'Não estou com ânimo para dar respostas,’"
ACT_7_12.2,I told the man with the notepad in a strict voice.,eu disse ao homem com o caderno com uma voz rígida.
ACT_7_12.3,"'Oh then,'",'Bem…’
ACT_7_12.4,"his voice suddenly became calm,","sua voz repentinamente tornou-se calma,"
ACT_7_12.5,'I'll get them later.','Eu as conseguirei mais tarde.’
ACT_7_13.1,"For a while I stood there,","Por um tempo eu fiquei de pé ali,"
ACT_7_13.2,"and when I didn't hear any noise of feet splashing against the puddles on the road,","e quando não ouvi nenhum som de passos contra as poças na rua,"
ACT_7_13.3,"I had a feeling that he was still standing there,","tive o pressentimento de que ele ainda estava de pé ali,"
ACT_7_13.4,"I turned around and said,","eu me virei e disse,"
ACT_7_13.5,"'Look, you leave me alone or...'","'Olha, me deixe sozinho ou…’"
ACT_7_13.6,"But before I could say anything,","Mas antes que eu pudesse dizer algo,"
ACT_7_13.7,I noticed that he wasn't actually standing there.,percebi que ele não estava mais ali.
ACT_7_13.8,Nobody was.,Ninguém estava.
ACT_7_13.9,That man was truly not there.,O homem verdadeiramente não estava mais lá.
ACT_7_13.10,"Weird,","Estranho,"
ACT_7_13.11,"I thought to myself,","eu pensei,"
ACT_7_13.12,for I never heard his footsteps walk away.,pois eu não ouvi seus passos indo embora.
ACT_7_14.1,"I walked to Ronan's door, and banged on the door.","Caminhei até a porta de Ronan, e bati nela."
ACT_7_15.1,And to my surprise...,E para minha surpresa…
ACT_7_16.1,...the door was open.,… A porta estava aberta.
ACT_7_17.1,"And as soon as I entered, this terrible feeling overcame me.","E logo que eu entrei, esse sentimento terrível me inundou."
ACT_7_17.2,"It told me to turn back,","Dizendo-me para voltar,"
ACT_7_17.3,for what laid ahead was not something that would let me live.,pois o que havia à frente não era algo que me deixaria viver.
ACT_7_17.4,"I wanted to go,","Eu queria ir,"
ACT_7_17.5,"my entire body was suddenly shivering,","meu corpo inteiro de repente tremia,"
ACT_7_17.6,"and it hasn't even been a second,","e não havia se passado nem um segundo,"
ACT_7_17.7,but I could feel all the life draining out of my body.,mas eu conseguia sentir toda a vida sendo drenada do meu corpo.
ACT_7_18.1,The door shut behind me.,A porta se fechou atrás de mim.
ACT_7_18.2,I turned around and tried to open it...,Eu me virei e tentei abrí-la…
ACT_7_19.1,...but it was locked.,… Mas ela estava trancada.
ACT_7_20.1,"The living room looked normal,","A sala de estar parecia normal,"
ACT_7_20.2,but something told me that it didn’t look like how it was supposed to look like.,mas algo me disse que não era assim que ela deveria estar.
ACT_7_20.3,For when I walked...,Pois quando eu andei…
ACT_7_21.1,A shard of glass stabbed my right foot.,Um caco de vidro perfurou meu pé direito.
ACT_7_21.2,It was so sharp that it pierced through my boots and stabbed me all the way into my ankles.,Era tão afiado que ele perfurou minha bota e me cortou até o tornozelo.
ACT_7_21.3,"I took it out, and felt a terrible pain rush through my entire foot.","Eu o retirei, e senti uma dor terrível correr por todo o meu pé."
ACT_7_21.4,"I almost wanted to remove my boots and see the place stabbed,","Eu quase quis remover minhas botas e ver o local perfurado,"
ACT_7_21.5,"but all I could do was scream,","mas tudo o que consegui fazer foi gritar,"
ACT_7_21.6,'Ronan!','Ronan!’
ACT_7_21.7,at the top of my voice.,o mais alto que pude.
ACT_7_21.8,"No response ever came and all that happened was my voice echoed through that place with no response in sight,","Nenhuma resposta veio e tudo o que aconteceu foi minha voz ecoar pelo lugar, sem nenhum resquício de resposta,"
ACT_7_21.9,except for,exceto por
ACT_7_21.10,a whisper in my ear.,um sussurro em meu ouvido.
ACT_7_22.1,"It was telling me to step away,","Ele me dizia para me afastar,"
ACT_7_22.2,but all I did was step forward with careful steps.,mas tudo o que eu fiz foi avançar com passos cuidadosos.
ACT_7_23.1,"The ground looked clean,","O chão parecia limpo,"
ACT_7_23.2,but it was clear to me that it was not as clean as it looked.,mas estava claro para mim que não estava tão limpo quanto parecia.
ACT_7_23.3,"My eyes were not good,","Minha visão não era boa,"
ACT_7_23.4,and an instinct told me that all of this was [b]not[/b] a result of my lack of sleep.,e um instinto me disse que isso tudo [b]não[/b] era resultado da falta de sono.
ACT_7_24.1,"The kitchen was empty,","A cozinha estava vazia,"
ACT_7_24.2,"the dishes left unclean,","a louça suja,"
ACT_7_24.3,"and flies of death buzzed around that place,","e moscas zuniam pelo lugar,"
ACT_7_24.4,"and as I was turning back from the kitchen,","e enquanto eu voltava da cozinha,"
ACT_7_24.5,"and moving back into the living room,","e me movia de volta para a sala de estar,"
ACT_7_24.6,when suddenly...,quando de repente…
ACT_7_25.1,I was suddenly not in the living room anymore.,Subitamente eu não estava mais na sala de estar.
ACT_7_25.2,It was a hallway...,Era um corredor…
ACT_7_25.3,no it was...,"Não, era…"
ACT_7_26.1,...a cave.,… Uma caverna.
ACT_7_27.1,"I wished to be shocked,","Eu queria ficar chocado,"
ACT_7_27.2,but something made me think that this was...,mas algo me fez pensar que isso era…
ACT_7_27.3,"somehow,","De algum modo,"
ACT_7_27.4,just a natural chain of events.,apenas uma cadeia natural de eventos.
ACT_7_27.5,That I was always supposed to land here one day.,Que eu sempre deveria terminar aqui um dia.
ACT_7_28.1,"Noise came from a direction,","Ruídos vieram de uma direção,"
ACT_7_28.2,it was the screams of a man in terrible pain.,eram gritos de um homem com uma dor terrível.
ACT_7_28.3,I walked forward in that cave...,Eu caminhei adiante naquela caverna…
ACT_7_29.1,"...not trying to make any noise,","… Tentando não fazer nenhum barulho,"
ACT_7_29.2,or touch its walls.,ou tocar suas paredes.
ACT_7_29.3,"They were made of real flesh,","Elas eram feitas de carne real,"
ACT_7_29.4,for they too shivered every time I touched them.,pois elas também tremiam sempre que eu as tocava.
ACT_7_30.1,"I followed that noise,","Eu segui aquele ruído,"
ACT_7_30.2,and felt my heart race faster.,e senti meu coração acelerando.
ACT_7_30.3,"Something really bad was going to happen to me,","Algo muito ruim iria acontecer comigo,"
ACT_7_30.4,and I was walking right into it.,e eu estava indo direto até ele.
ACT_7_31.1,"Soon,","Logo,"
ACT_7_31.2,I reached the door and it opened on its own.,eu toquei na porta e ela se abriu sozinha.
ACT_7_31.3,"I entered without saying much,","Eu entrei sem dizer muito,"
ACT_7_31.4,"and soon,","e logo,"
ACT_7_31.5,I was greeted to...,eu vi…
ACT_7_32.1,A sight that was not human.,Algo que não era humano.
ACT_7_32.2,"Inhuman figures stood by the bedside, and I could hear their cries.","Figuras desumanas estavam de pé ao lado da cama, e eu conseguia ouvir seus choros."
ACT_7_32.3,"They were in terrible pain, but were unable to express for themselves outside of those screams.","Elas estavam com uma dor terrível, mas eram incapazes de se expressar de outra forma além daqueles gritos."
ACT_7_32.4,They were incapable of forming human words and telling what the problem was.,Elas eram incapazes de formar palavras humanas e contar quais eram seus problemas.
ACT_7_32.5,What the cause of the pain was.,Qual era a causa da dor.
ACT_7_32.6,"I should've been scared,","Eu deveria ter ficado com medo,"
ACT_7_32.7,"I should've tried to run away,","eu deveria ter tentado fugir,"
ACT_7_32.8,"or stabbed myself dead in the madness of seeing something that should not,","ou me esfaqueado na loucura de ver algo que não deveria,"
ACT_7_32.9,by all means,"de maneira alguma,"
ACT_7_32.10,"exist,","existir,"
ACT_7_32.11,but all I could do was stare down....,mas tudo o que eu consegui fazer foi encarar…
ACT_7_33.1,...at that photograph.,… Aquela fotografia.
ACT_7_34.1,He.,He.
ACT_7_34.2,He.,He.
ACT_7_34.3,It was a photo of everyone I knew.,Era uma foto de todos que eu conhecia.
ACT_7_34.4,"Seven figures stood on the left,","Sete figuras de pé na esquerda,"
ACT_7_34.5,long dead.,há muito mortas.
ACT_7_34.6,"To the right of them stood four more figures,","À direita delas haviam mais quatro figuras,"
ACT_7_34.7,"the general,","o general,"
ACT_7_34.8,"Ronan's Wife,","a esposa de Ronan,"
ACT_7_34.9,"A Baby In Her Arms,","um bebê em seus braços,"
ACT_7_34.10,and....,e…
ACT_7_35.1,...Ronan himself.,… o próprio Ronan.
ACT_7_36.1,Ha.,Ha.
ACT_7_36.2,Ha.,Ha.
ACT_7_36.3,"It was a wonderful thing that I held it in my hand,","Era uma coisa maravilhosa aquilo que eu segurava em minhas mãos,"
ACT_7_36.4,for I knew...,pois eu sabia…
ACT_7_36.5,"FOR I KNEW,","POIS EU SABIA,"
ACT_7_36.6,that it was impossible for the photograph to exist this way.,que era impossível aquela fotografia existir dessa maneira.
ACT_7_36.7,There was no way that this could exist.,Que não havia como isso poderia existir.
ACT_7_36.8,NO.,NÃO.
ACT_7_36.9,NO.,NÃO.
ACT_7_36.10,NO!!!,NÃO!!!
ACT_7_36.11,It was impossible!,Era impossível!
ACT_7_36.12,It cannot!,Não poderia!
ACT_7_36.13,It cannot EXIST!,Ela não poderia EXISTIR!
ACT_7_36.14,THERE WAS NO WAY!,NÃO HAVIA MANEIRA!
ACT_7_37.1,Their painful moans continued to reverberate through the room.,Seus gemidos dolorosos continuaram reverberando pelo quarto.
ACT_7_37.2,"I wanted to console them,","Eu queria consolá-los,"
ACT_7_37.3,but all I could do was shed a single tear for them.,mas tudo o que consegui fazer foi derramar uma única lágrima por eles.
ACT_7_37.4,It was a painful sight.,Era uma cena dolorosa.
ACT_7_38.1,Cackle.,Risos.
ACT_7_38.2,Cackle.,Risos.
ACT_7_38.3,The noise of something cackled from above.,O som de algo rindo veio de cima de mim.
ACT_7_39.1,"I looked above,","Eu olhei para cima,"
ACT_7_39.2,and saw its face.,e vi sua face.
ACT_7_40.1,"More laughing figures appeared beside me,","Mais figuras risonhas apareceram ao meu redor,"
ACT_7_40.2,but my eyes remain ever fixated on the figure that crawled above me.,mas meus olhos continuaram fixados na figura que rastejava acima de mim.
ACT_7_40.3,"Its eyes terribly fixated on me in joy,","Seus olhos terrivelmente fixados em mim com felicidade,"
ACT_7_40.4,it was licking its long tongue in happiness.,ela lambia sua longa língua com alegria.
ACT_7_41.1,"And as I stared at it,","E enquanto eu a encarava,"
ACT_7_41.2,"I felt my brain break apart,","eu senti meu cérebro quebrar,"
ACT_7_41.3,for it was such a horrible figure that I could not make sense of how it could exist.,pois era uma figura tão horrível que eu não conseguia compreender como ela poderia existir.
ACT_7_41.4,Nothing about it was natural.,Nada sobre ela era natural.
ACT_7_41.5,"Its movements,","Seus movimentos,"
ACT_7_41.6,"noise,","barulhos,"
ACT_7_41.7,and its entire shape.,e sua forma inteira.
ACT_7_41.8,Trying to make sense of it was heating my body and mind.,Tentar compreender aquilo estava aquecendo meu corpo e mente.
ACT_7_41.9,There was no...,Não havia…
ACT_7_41.10,NO POSSIBLE WAY...,NENHUMA MANEIRA POSSÍVEL…
ACT_7_41.11,"that this thing could exist,","daquela coisa existir,"
ACT_7_41.12,"and yet,","e ainda assim,"
ACT_7_41.13,it was here.,aqui estava ela.
ACT_7_41.14,In front of me...,Na minha frente…
ACT_7_41.15,"or more accurately,","ou mais precisamente,"
ACT_7_41.16,just well above me.,logo acima de mim.
ACT_7_42.1,I could see the violence and madness it craved from me.,Eu conseguia ver a violência e loucura que ela desejava de mim.
ACT_7_42.2,"It wished to kill me,","Ela queria me matar,"
ACT_7_42.3,but not by any quick means.,mas de forma alguma de maneira rápida.
ACT_7_42.4,It wanted to make me suffer till the end.,Ela queria me fazer sofrer até o fim.
ACT_7_42.5,"It wanted to rip apart every meat and bone that I possessed,","Ela queria rasgar cada carne e osso que eu possuía,"
ACT_7_42.6,"and just by its expressions,","e apenas por sua expressão,"
ACT_7_42.7,I could tell that it was going to extend that pain as long as it could.,eu conseguia saber que ela iria estender essa dor o máximo que pudesse.
ACT_7_43.1,"As my mind broke,","Enquanto minha mente quebrava,"
ACT_7_43.2,"and it extended its arm to grab me,","e ela estendia seu braço para me pegar,"
ACT_7_43.3,"I wanted to scream,","eu quis gritar,"
ACT_7_43.4,"shout,","berrar,"
ACT_7_43.5,and struggle.,e me debater.
ACT_7_43.6,"However,","Entretanto,"
ACT_7_43.7,all that escaped me was a whisper.,tudo o que escapou de mim foi um sussurro.
ACT_7_43.8,A,Um
ACT_7_43.9,whisper,sussurro
ACT_7_43.10,that,que
ACT_7_43.11,said:,disse:
ACT_7_44.1,THANK YOU.,OBRIGADO.
