keys,en,pt_BR
ACT_6_6.7,'...o-or was it because it acknowledged the very fucking existence of the [i]Conferris[/i] themselves.','… O-ou era porque ele reconhecia a porra da existência dos próprios [i]Conferri[/i].’
ACT_6_7.1,"'Maybe it was both,'","'Talvez as duas coisas,’"
ACT_6_7.2,"there was no ashtray in this place that always seemed to fall apart, and so, she threw the remaining cigarette just at the corner of the room.","não havia cinzeiros nesse lugar que sempre parecia cair aos pedaços, então ela jogou o resto do cigarro no canto do quarto."
ACT_6_7.3,"If this was a place with carpets or any sense of polish, it would be a bad move, for it would lead to a fire hazard, but this place to the outside world was an abandoned building, and the walls and theirs plasters were falling apart, the doors were seriously prone to giving one splinters, and there was not even a single window.","Se esse lugar tivesse tapetes ou qualquer senso de beleza, teria sido uma ideia ruim, pois isso seria um risco de incêndio, mas esse lugar para o mundo exterior era um prédio abandonado, e as paredes e seu reboco estavam caindo aos pedaços, as portas tinham uma chance enorme de deixar farpas nas suas mãos, e não havia uma única janela."
ACT_6_7.4,The scenes of indecencies from the outside world were hidden by long curtains that could've fallen anytime.,As cenas de indecência eram escondidas do mundo exterior por longas cortinas que poderiam cair a qualquer momento.
ACT_6_7.5,"Still, it would not be a problem in a sense.","Ainda assim, não seria um problema."
ACT_6_7.6,Everyone knew what went around in that decrepit building:,Todos sabiam o que acontecia nesse prédio decrépito:
ACT_6_7.7,"comfort woman business on top floors,","mulheres de conforto nos andares superiores,"
ACT_6_7.8,"drug labs underground,","laboratórios de drogas no subterrâneo,"
ACT_6_7.9,and homeless people for showcase in the middle.,e pessoas sem teto em exibição no meio.
ACT_6_7.10,"It was all just a game of averting eyes, and pretending that what you saw from the naked eye was just a dream.","Era tudo um jogo de desviar olhares, e fingir que o que você vira foi apenas um sonho."
ACT_6_7.11,"After all, why would this building owned by one of the bigger politicians in this country ever be running anything bad?","Afinal de contas, por que esse prédio no nome de um dos maiores políticos do país seria usado para qualquer coisa ruim?"
ACT_6_8.1,"'By the way,'","'Por sinal,’"
ACT_6_8.2,"I managed to whisper,","eu consegui sussurrar,"
ACT_6_8.3,"'I do cry. Though alone, in any place that I can find and assure to the fullest would be abandoned.","'Eu choro. Mas sozinho, em qualquer lugar que eu consiga encontrar e possa garantir sem sombra de dúvida estar abandonado."
ACT_6_8.4,The night where I tried to kill myself in front of Gigi was just one of them.,A noite em que eu tentara me matar na frente de Gigi foi apenas uma delas.
ACT_6_8.5,"That night I was also drunk, so it all flew out at once.","Naquela noite eu também estava bêbado, então tudo saiu de uma só vez."
ACT_6_8.6,Bad mistake.,Erro grave.
ACT_6_8.7,"Even when I am talking to those people,","Mesmo enquanto eu falo com aquelas pessoas,"
ACT_6_8.8,"pretending to be Captain Rikki Takahashi,","fingindo ser o Capitão Rikki Takahashi,"
ACT_6_8.9,pretending that I was tough and disciplined to my superiors,"fingindo ser durão e disciplinado a meus superiores,"
ACT_6_8.10,foul mouthed and perverted to the people of my standing or people I come to this place with,"boca suja e pervertida à pessoas do meu nível ou à pessoas que me acompanham até esse lugar,"
ACT_6_8.11,or the people I call friends,"ou à pessoas que eu chamo de amigos,"
ACT_6_8.12,and then pretending to be that particular version of a tough man to those who are thrown at my lap to be looked after....,e então fingindo ser aquela versão particular de homem rígido a aqueles que são jogados em meu colo para serem cuidados…
ACT_6_8.13,it all becomes too much.,Tudo se acumula.
ACT_6_8.14,"There are days when I forget that I am the same Rikki who does not like anything he does for a living. Killing people, ordering to kill people, cover-ups, protecting the delusional scum who are so lost in shaping the world to their ideals that they forget that they are not fucking molding it,","Existem dias em que eu esqueço que sou o mesmo Rikki que não gosta de nada que faz no trabalho. Matar pessoas, ordenar execuções, coberturas, proteger os vermes iludidos que estão tão perdidos em remodelar o mundo a seus ideais que se esquecem que eles não o estão moldando,"
ACT_6_8.15,they are fucking breaking it....,eles o estão quebrando…
ACT_6_8.16,then having to laugh like fucking maniac when one just right in front of me takes a life pretending that the man who was on the ground begging to not be killed deserved to get killed because...,E então ter que rir como a porra de uma maníaco quando um na minha frente acaba com uma vida fingindo que o homem que estava no chão implorando para não ser morto merecia morrer porque…
ACT_6_8.17,because he dared to have a fucking identity.,Porque ele ousou ter a porra de uma identidade.
ACT_6_8.18,"Then letting your real self slip with a 'uhh' or some other sort of slip up, then having your heart race and wish that nobody around you saw through that, for you know what the consequences would be once they know what you truly are.","E então deixar o seu eu real escapar com um 'uhh' ou outro tipo de deslize, e então sentir o coração acelerar e desejar que ninguém ao seu redor tenha percebido sua mentira, pois você sabe quais serão as consequências quando descobrirem quem você realmente é."
ACT_6_8.19,And what you truly are is not like the man on that fucking poster.,E quem você realmente é não é que nem o homem naquela porra de poster.
ACT_6_8.20,"In fact, I don't know a single man in the force or outside who is like that poster guy.","Na verdade, eu não conheço um único homem na força ou fora dela que seja como aquele cara do poster."
ACT_6_8.21,"Some pretend like they are, but they don't know that what they are doing is becoming the very same monster that the poster guy is supposed to fight against.","Alguns fingem serem, mas eles não sabem que o que estão fazendo é se tornando o mesmo monstro que aquele cara do poster deveria lutar contra."
ACT_6_8.22,Hehe.,Hehe.
ACT_6_8.23,"It is kind of funny to see them blow up their chest and put a gun to a defenseless man, and then scream","É meio engraçado vê-los inflando o peito e apontando uma arma contra um homem indefeso, e então gritarem"
ACT_6_8.24,that they did it for the fucking country.',que fizeram isso pela porra do país.
ACT_6_9.1,'It is comedic to be honest.,"'É uma comédia, para ser honesto."
ACT_6_9.2,"I wish I still had humor left in me, so I could laugh.","Eu queria ainda ter um senso de humor, para eu poder rir."
ACT_6_9.3,But after you have taken so many lives –,Mas depois de você ter acabado com tantas vidas --
ACT_6_9.4,"directly,","direta,"
ACT_6_9.5,"indirectly,","indireta,"
ACT_6_9.6,"forced,","forçadamente,"
ACT_6_9.7,or whatever in fucking between –,ou de qualquer jeito entre elas --
ACT_6_9.8,you start having a realization that those who took happiness away from someone does not deserve one themselves.,você começa a perceber que aqueles que tiram a felicidade de alguém não merecem tê-la para si mesmos.
ACT_6_9.9,"Also the thing is, some of them, as harmless as they may seem initially,","E também, algum deles, não importa o quão inofensivos pareçam inicialmente,"
ACT_6_9.10,can be the scariest fucking people you ever met.,podem ser as porras das pessoas mais assustadoras que você vai conhecer.
ACT_6_9.11,"I know,","Eu sei,"
ACT_6_9.12,"because there is one guy like that,","porque tem um cara assim,"
ACT_6_9.13,"who thinks I am his best friend,","que acha que eu sou seu melhor amigo,"
ACT_6_9.14,but little does he know...',mas ele não sabe...'
ACT_6_10.1,'...is that I am terrified of him.','... que eu morro de medo dele.'
ACT_6_11.1,"'That man I tell you,","'Aquele homem, eu vou te dizer,"
ACT_6_11.2,he is no pushover.,não é nenhum fracote.
ACT_6_11.3,"When you look at him from the outside, he seems like a gentle and simple minded fool you know. You think you can have drinks with the guy,'","Quando você o olha por fora, ele parece um tolo gentil e de pensamento simples, sabe. Você acha que pode sair para beber com o cara,'"
ACT_6_11.4,"Before I could say anything further, she suddenly tapped me on the shoulder.","Antes que eu pudesse dizer algo mais, ela repentinamente me cutucou no ombro."
ACT_6_12.1,"'You mind if I took some shots,'",'Se importa se eu injetar um pouco?'
ACT_6_12.2,"she was scratching her arms, it was probably the time she was beginning to relapse.","ela coçava os braços, provavelmente ela estava tendo uma recaída."
ACT_6_12.3,"'You don't need my permission,'","'Você não precisa da minha permissão,'"
ACT_6_12.4,"It was getting a little hot in that place, and so she got out of the bed and was tightening a black string around her arms and took out an injection from the wooden wardrobe near the wall whose plaster was basically non-existence.","Estava ficando um pouco quente naquele quarto, então ela levantou da cama e começou a apertar uma corda preto ao redor do braço, e pegou uma seringa do armário de maneira próxima da parede cujo reboco era praticamente inexistente."
ACT_6_12.5,"I continued mumbling while scratching the area around my neck,","Eu continuei murmurando enquanto coçava a área ao redor do meu pescoço,"
ACT_6_12.6,"'So,","'Então,"
ACT_6_12.7,"you know,","sabe,"
ACT_6_12.8,this guy.,esse cara.
ACT_6_12.9,He looks like one of those chickens you can run over.,Ele parece uma daquelas galinhas que você pode atropelar.
ACT_6_12.10,"However, once you see him angry, then only you would know that he is possibly the most terrifying thing that you can ever get close to. The fear he gives me every time I see his angry eyes, is a fear I have felt only twice before in my life.'","Entretanto, ao vê-lo irritado, apenas então você descobre que ele é possivelmente uma das coisas mais aterrorizantes da qual você vai se aproximar na sua vida. O medo que ele causa em mim toda vez que vejo seus olhos raivosos, é um medo que eu só senti duas vezes em minha vida.'"
ACT_6_13.1,"'The first time was when I saw my father kill my mother, right in front of our dinner table.","'A primeira vez foi quando eu vi meu pai matar minha mãe, bem na frente da nossa mesa de jantar."
ACT_6_13.2,"It happened out of nowhere,","Aconteceu do nada,"
ACT_6_13.3,"at one moment he was accusing her of sleeping with the groundskeeper, and the next moment, he was spitting over her dead body, and telling me that I needed to make sure, that whenever I get a wife,","em um momento ele a estava acusando de dormir com o zelador, e no outro, ele estava cuspindo sobre seu cadáver, e me dizendo que eu precisava garantir que quando eu tivesse uma esposa,"
ACT_6_13.4,she wouldn't be a who...,ela não seria uma vagab...
ACT_6_13.5,COFF...,COFF...
ACT_6_13.6,"COFF,' two big coughs escaped me.","COFF,' duas grandes tossidas escaparam de mim."
ACT_6_13.7,"Dry and vibrating, I felt a real pain surge through my chest.","Seca e vibrando, senti uma onda real de dor correr pelo meu peito."
ACT_6_14.1,"'The other time was eight years ago, when I was posted to Outpost-11 near the Reiki Prefecture.","'A outra vez foi há oito anos atrás, quando fui enviado ao Posto Avançado-11 perto da Prefeitura de [i]Reiki[/i]."
ACT_6_14.2,"At that point,","Naquele momento,"
ACT_6_14.3,"a little girl,","uma garotinha,"
ACT_6_14.4,"and when I say little, I mean really fucking little...","e quando falo no diminutivo, é porque ela era pequena pra caralho..."
ACT_6_14.5,"she was like five at best and she literally tried to attack me with a knife screaming,","Ela devia ter uns cinco anos no máximo e ela literalmente tentou me atacar com uma faca gritando,"
ACT_6_14.6,'you made mommy scream! You made mommy scream!','Você fez a mamãe gritar! Você fez a mamãe gritar!'
ACT_6_14.7,At that time I didn't know what the actual fuck to do.,Naquela hora eu não sabia que porra fazer.
ACT_6_14.8,"It was very easy to disarm her, she was the weight of a paper, and yet, I stood still just like that,","Era muito fácil desarmá-la, ela tinha o peso de uma folha de papel, mas mesmo assim, eu só fiquei parado,"
ACT_6_14.9,fearful of what she was going to do.',temendo o que ela iria fazer.'
ACT_6_15.1,"'Like,","'Tipo,"
ACT_6_15.2,how can I explain...,como eu posso explicar...
ACT_6_15.3,"I have been near death a lot many times, but most of those times, the individual that attempts to kill me is almost the same as me.","Eu já estive próximo da morte muitas vezes, mas na maioria delas, o indivíduo tentando me matar é quase sempre parecido comigo."
ACT_6_15.4,"Heck,","Droga,"
ACT_6_15.5,"I haven't even had a ground duty in eight years,","eu não recebo trabalho de campo há oito anos,"
ACT_6_15.6,"I was handling the entire [i]Ufana[/i] case from a secured van,","eu estava cuidado de todo o caso de [i]Ufana[/i] de uma vã protegida,"
ACT_6_15.7,"keeping communications,","mantendo comunicações,"
ACT_6_15.8,"and barking the fucking orders,","e latindo a porra das ordens,"
ACT_6_15.9,but still...,mas mesmo assim...
ACT_6_15.10,you get my point right...,Você me entende...
ACT_6_15.11,"I still remember the thousands of times someone pointed a gun at me,","Eu ainda me lembro das milhares de vezes em que alguém apontara uma arma para mim,"
ACT_6_15.12,and I remember all those thousand times....',e me lembro de todas aquelas milhares de vezes...'
ACT_6_15.13,"By this point she was striking the needle of the injection, making sure the dose wasn't lethal or by the way she was filling it up, making sure that it was.","A essa altura ela já estava furando o braço com a agulha da seringa, certificando-se de que a dose não era letal, ou pela maneira como ela a encheu, certificando-se de que era."
ACT_6_15.14,"I continued,","Eu continuei,"
ACT_6_15.15,'Not a single fear of death.,'Nenhum medo da morte.
ACT_6_15.16,Not a single time that I fucking hated death.,Nenhuma vez em que odiasse a porra da morte.
ACT_6_15.17,"Some of those times, I wished that the bullet would finally hit me, that I won’t have to keep this charade any longer, but what can I say, I was lucky all those times.","Em algumas daquelas vezes, eu desejava que a bala finalmente me atingisse, que eu não precisasse mais manter essa charada, mas o que eu posso dizer? Eu dei sorte todas aquelas vezes."
ACT_6_15.18,The mask stayed on.',A máscara continuou no lugar.'
ACT_6_16.1,"'So,","'Então,"
ACT_6_16.2,"this girl right,","essa garota, certo,"
ACT_6_16.3,"she is swinging the knife at me,","está sacudindo a faca na minha direção,"
ACT_6_16.4,"and I am standing motionless,","e eu estou imóvel,"
ACT_6_16.5,not knowing what to do.,sem saber o que fazer.
ACT_6_16.6,"I remember my legs were fucking shaking at their place, if I had anything to drink before, I am pretty sure I would've having fucking pissed myself.","Eu lembro que minhas pernas tremiam pra caralho, se eu tivesse bebido algo antes, tenho quase certeza de que teria mijado na porra das calças."
ACT_6_16.7,"She was just about to stab me with that knife you know,'","Ela estava prestes a me esfaquear com aquela faca, sabe.'"
ACT_6_16.8,"The needle went into her skin, and soon that drug was pumped into her veins.","A agulha adentrou sua pele, e logo a droga foi bombeada em suas veias."
ACT_6_16.9,When my unit visited [i]Sutwandra[/i] as an escort to the scum they called,Quando minha unidade visitou [i]Sutwandra[/i] como escolta do verme que chamam de
ACT_6_16.10,“The Great Leader”,"""O Grande Líder"""
ACT_6_16.11,"during the peace meeting three years ago,","durante a negociação de paz três anos atrás,"
ACT_6_16.12,"I had seen similar people there, but they would always boil it before using,","eu estive com pessoas similares lá, mas elas sempre ferviam antes de usar,"
ACT_6_16.13,but she....,mas ela...
ACT_6_16.14,she was taking it raw.,Estava tomando pura.
ACT_6_16.15,"I would be surprised to see her alive the next time I visited,","Eu ficaria surpreso em vê-la viva durante minha próxima visita,"
ACT_6_16.16,'So...','Então...'
ACT_6_17.1,"Before I could continue she let out a large sigh, followed by three coughs, as she continued to shake the part of her arm where she had taken the drugs from.","Antes que eu pudesse continuar, ela soltou um logo suspiro, seguido de três tosses, enquanto continuava a agitar a parte do braço em que a droga fora aplicada."
ACT_6_17.2,"'OooOh...sorryyy...you continue,'",'OooOh... Desculpaaa... Continua.'
ACT_6_17.3,"she trembled her way back to the bed, and wrapped her arm around me,","ela se arrastou de volta até a cama, e passou os braços ao meu redor,"
ACT_6_17.4,"'Don't worry, I stay dizzy for the first five minutes of taking this stuff, but I am fully awake, and soon I will be my normal talking self. God gifted me a gift you know, and that gift seems to be surviving doses that would kill a fucking horse...hehe.","'Não se preocupe, eu fico tonta pelos primeiros cinco minutos depois de usar essa coisa, mas eu estou totalmente acordada, e logo vou voltar a falar normalmente. Deus me presenteou com uma dádiva, sabe, e essa dádiva parece ser sobreviver à doses que matariam a porra de um cavalo... Hehe."
ACT_6_17.5,I am not like Frima you know...,"Eu não sou como a Frima, sabe..."
ACT_6_17.6,that girl who was singing on the TV.,Aquela garota que estava cantando na TV.
ACT_6_17.7,"You can give her nano-gram of a dose and she will stay fucking high for the next year or so. I am no lab rat like Gigi either; I stole these on my own accord. I have some agency here,","Você pode d-la um nanograma de uma dose e ela vai ficar chapada pelo próximo ano inteiro. Eu não sou um rato de laboratório como a Gigi também; Eu roubei essas por vontade própria. Eu tenho alguma gência aqui,"
ACT_6_17.8,even if it is the agency of trying to kill myself again and again and failing at it.,mesmo que seja a agência de tentar me matar de novo e de novo e sempre falhar.
ACT_6_17.9,He-he.',He-he.'
ACT_6_18.1,"'So,'","'Então,'"
ACT_6_18.2,"I continued,","eu continuei,"
ACT_6_18.3,"'before she could stab me, the guard near me kicked her out of the way, and kept kicking the little thing until her nose was broken. You wanna know the scary part in that whole fucking ordeal, it wasn't seeing a grown man angrily kick a little girl until her nose was fucking broken,","'antes que ela pudesse me esfaquear, o guarda próximo a mim a chutou para longe, e continuou chutando aquela coisinha até seu nariz quebrar. Quer saber a parte mais assustador nessa porra de situação toda? Não foi ver um homem adulto raivosamente chutar uma garotinha até a porra do nariz dela quebrar,"
ACT_6_18.4,"it was the eyes,","foram os olhos,"
ACT_6_18.5,those fucking eyes she stared me with.,aquelas porras de olhos com que ela me encarou.
ACT_6_18.6,"She was just five, and yet even when she was crying, her anger never dissipated.","Ela só tinha cinco anos, e mesmo quando estava chorando, a raiva nunca se dissipara."
ACT_6_18.7,"She was staring at me, constantly.","Ela estava me encarando, constantemente."
ACT_6_18.8,"Lik-like the girl wasn't even in the double digits of her age, and yet","Ti-tipo, a garota não tinha nem dois dígitos de idade, e mesmo assim"
ACT_6_18.9,she carried the vengeance of a lifetime.',ela carregava a vingança de uma vida inteira.'
ACT_6_19.1,"'At first we all thought that she was a [i]Conferri[/i],","'De início nós todos pensamos que ela era uma [i]Conferri[/i],"
ACT_6_19.2,"but it took one day of digging to know that she was nothing but a simple [i]Yhafian[/i] girl from a poor family,","mas só foi necessário um dia investigando para saber que era apenas uma simples garota [i]Yhafaniana[/i] de uma família pobre,"
ACT_6_19.3,"whose mother was missing and father was long dead, i-it,'","cuja mãe havia desaparecido e o pai estava há muito tempo morto, f-foi,'"
ACT_6_19.4,"I was beginning to choke on my words for some reason, however no tears ever flew out of my eyes,","eu estava começando a engasgar com minhas palavras por algum motivo, entretanto nenhuma lágrima caiu de meus olhos,"
ACT_6_19.5,"'It took us another day of investigation to know why the girl was angry and wished to kill me. By that time she was already put into a thought camp, and the exact same thought camp by the way where we sent our head of communication to.'","Foi necessário mais um dia de investigação para saber por que a garota estava irritada e desejava me matar. Àquela altura ela já havia sido enfiada em um campo reformatório, que por sinal era exatamente o mesmo campo reformatório para o qual mandamos o nosso chefe de comunicação.'"
ACT_6_19.6,"It was at this moment that I noticed the fan above,","Foi naquele momento em que eu percebi o ventilador acima,"
ACT_6_19.7,it was wiggling at its place a little.,estava balançando um pouco.
ACT_6_19.8,"The movements and shaking was very low, I wouldn't even notice it before, but now, my eyes were super concentrated at it.","Os movimentos e balanços eram muito pequenos, eu não teria como notar antes, mas agora, meus olhos estavam super concentrados nele."
ACT_6_19.9,"It felt like that at any moment this fan was gonna fall, and I would be its victim.","Parecia que a qualquer momento esse ventilador fosse cair, e eu seria sua vítima."
ACT_6_19.10,"Not gonna lie,","Não vou mentir,"
ACT_6_19.11,"I half-wished for it to fall,","eu quase desejava que ele caísse,"
ACT_6_19.12,"and I fucking wished that some rod inside the fan or something would pierce through that bowl shaped circle and just stab me right in the throat,","e eu desejava que alguma porra de barra dentro de ventilador ou alguma outra coisa perfurasse aquele círculo em forma de tigela e atravessasse minha garganta,"
ACT_6_19.13,and I wished that that death be painful as fuck.,e eu desajava que essa morte fosse dolorosa pra caralho.
ACT_6_19.14,I wanted to suffer.,Eu queria sofrer.
ACT_6_20.1,"'Hello, you there,'","'Alôoou,'"
ACT_6_20.2,"she snapped her fingers in-front of me, and I woke out of my trance.","ela estalou os dedos na minha frente, e eu acordei de meu transe."
ACT_6_20.3,"'Your fan,'","'Seu ventilador,'"
ACT_6_20.4,"I pointed above,","eu apontei para cima,"
ACT_6_20.5,'it may fall someday.','pode cair algum dia.'
ACT_6_20.6,"'Oh,'","Oh,'"
ACT_6_20.7,"she looked above and laughed,","ela olhou para cima e riu,"
ACT_6_20.8,'then I wish that it would fall on me and kill me instantly. What about you? You seem miserable enough. You wish to die from the fan as well?','então eu espero que ele caia em mim e me mate na hora. E você? Você parece bem miserável. Quer morrer pelo ventilador também?'
ACT_6_20.9,"'I do wish that this fucking fan kills me,'","'Eu realmente espero que essa porra de ventilador me mate,'"
ACT_6_20.10,"If I was spilling my past to a drugged up comforter, then I might as well spill my present,","Se eu estava expondo meu passado a uma confortadora drogada, eu poderia então expor logo o meu presente,"
ACT_6_20.11,'but unlike you I wish for it to kill me painfully.','mas diferente de você eu quero que ele me mate dolorosamente.'
ACT_6_20.12,"'Oooo,'","Oooo,'"
ACT_6_20.13,"she mocked,","ela provocou,"
ACT_6_20.14,'never took an army officer to be so teenage-esque edgy.,'nunca fiquei com um oficial do exército que era trevoso como um adolescente.
ACT_6_20.15,"You know in [i]Sutwandra[/i],","Sabe, em [i]Sutwandra[/i],"
ACT_6_20.16,they say some kids wear black eye-liners and black clothes and pretend they are lords of darkness or something.,dizem que algumas crianças usam delineador preto e roupas pretas e fingem ser o lorde da escuridão ou algo assim.
