keys,en,pt_BR
ACT_1_5.2,"In fact, my first ever memory was not that of seeing the smiling face of my mother,","Na verdade, minha primeira memória não foi de ver o rosto sorridente de minha mãe,"
ACT_1_5.3,"who was weak enough to die giving birth to me, leaving me to spend the rest of my childhood with my father's second wife until I was eight, and then spent the rest of my teenage years in the military boarding school.","que era fraca demais e morreu dando à luz a mim, deixando-me passar o resto da minha infância com a segunda esposa do meu pai até eu ter oito anos, e então passar o resto da minha adolescência em uma escola militar."
ACT_1_5.4,"By the time that I graduated and started becoming a part of the military itself, my father had already married two more times.","Quando eu me graduara e ingressei de fato no regime militar, meu pai já havia se casado mais duas vezes."
ACT_1_5.5,The latest being with a woman that was two years younger than me.,A última vez com uma mulher dois anos mais nova do que eu.
ACT_1_5.6,How's my father now?,Como está meu pai agora?
ACT_1_5.7,"Well, for all I know, he still probably lives on the high mountains in that mansion of his,","Bem, pelo que eu sei, ele provavelmente ainda vive nas montanhas naquela mansão dele,"
ACT_1_5.8,accompanied by his riches and that young wife of his.,acompanhado de sua riqueza e daquela jovem esposa dele.
ACT_1_5.9,We haven't been in contact for ten years at this point and despite my father's plea-filled letters to my wife;,Não nos comunicamos há dez anos e apesar das cartas repletas de pedidos de meu pai enviadas à minha esposa;
ACT_1_5.10,I would prefer it to stay that way.,Eu prefiro que continue desse jeito.
ACT_1_6.1,"Sorry about that, you know how it can be sometimes with families and old stuff.","Desculpe por isso, você sabe como essas coisas de família podem ser."
ACT_1_6.2,"My father was never loyal, but just so you know, I have pledged to myself, my wife, and my country that I wish to stay loyal and faithful to my one beloved. ","Meu pai nunca fora leal, mas para que você saiba, eu jurei a mim mesmo, à minha esposa, e ao meu país de que eu desejo ser leal e fiel apenas à minha amada."
ACT_1_6.3,"After all, any poster in [i]Yhafa[/i] can tell you that a healthy family is where the father and mother stick together,","Afinal de contas, qualquer pôster em [i]Yhafa[/i] pode te contar que uma família saudável é aquela em que o pai e a mãe permanecem juntos,"
ACT_1_6.4,"and they produce one son for the nation's defenses,","e produzem um filho para a defesa da nação,"
ACT_1_6.5,"and one daughter for the nation's populace,","e uma filha para a população da nação,"
ACT_1_6.6,"and I believe in that message whole-heartedly,","e eu acredito totalmente nessa mensagem,"
ACT_1_6.7,"for even if you are not from [i]Yhafa[/i],","pois mesmo que você não seja de [i]Yhafa[/i],"
ACT_1_6.8,won't you agree that it is the,você não concorda que essa é a
ACT_1_6.9,perfect family combination!,combinação familiar perfeita!
ACT_1_7.1,"Anyway, about my first memory.","Enfim, sobre minha primeira memória."
ACT_1_7.2,"My first ever memory was from when I briefly visited my now deceased grandfather's house in the [i]Seoking[/i] village, in the state of [i]Tarimata[/i], which then lay on the borders of the former nation of [i]Conferri[/i].","Minha primeira memória foi de quando eu brevemente visitara a casa do meu finado avô na vila de [i]Seoking[/i], no estado de [i]Tarimata[/i], que na época ficava na fronteira da antiga nação de [i]Conferri[/i]."
ACT_1_7.3,"My grandfather used to say that the village served as a border itself, and at some point, while there were no fences, tombstones, or soldiers to divide the area,","Meu avô costumava dizer que a vila servia como a própria fronteira, e em alguns momentos, apesar de não haver certas, túmulos, ou soldados para dividir a área,"
ACT_1_7.4,there were only two wide flags that flowed around with the strong winds that blew them.,haviam apenas duas grandes bandeiras que sacudiam com os fortes ventos que sopravam nelas.
ACT_1_7.5,"My first memory, you see, is of that blue flag of [i]Conferri[/i] falling to the ground,","Minha primeira memória, sabe, é daquela bandeira azul de [i]Conferri[/i] caindo no chão,"
ACT_1_7.6,"because in the war of unification,","porque na guerra de unificação,"
ACT_1_7.7,the only flag that remained standing was of my nation.,a única bandeira que restara de pé foi a da minha nação.
ACT_1_8.1,"I still remember the yellow sky above, and the sun shining so brightly.","Eu ainda me lembro do céu amarelo acima, e do sol brilhando intensamente."
ACT_1_8.2,"I still remember the black smokes of victory,","Ainda me lembro da fumaça negra da vitória,"
ACT_1_8.3,as the once lost nation of [i]Conferri[/i] found its way back to its motherland and unified in its care.,enquanto a outrora perdida nação de [i]Conferri[/i] encontrara seu caminho de volta à pátria mãe e fora unificada sob seus cuidados.
ACT_1_8.4,Buildings and houses that were made of straws and poor cements burned in the fire of reinvention.,Prédios e casas feitos de palha e cimento ruim queimaram nas chamas da reinvenção.
ACT_1_8.5,"Three years later, like a phoenix, those places rose to prominence, as now right there stands a museum of our history, in its shiny new marble walls, whose each square inch glitter against both the strong rays of our father sun, and the gentle white blanket of mother moon.","Três anos depois, como uma fênix, aqueles lugares ganharam proeminência, pois agora lá se encontram um museu de nossa história, e em suas novas paredes de mármore brilhante, em que cada centímetro quadrado brilha contra os raios brilhantes de nosso pai sol, e contra o gentil cobertor branco da mãe lua."
ACT_1_9.1,"So yeah,","Então é,"
ACT_1_9.2,"my first memory is of the flag of an already declining nation falling,","minha primeira memória é da bandeira de uma nação em declínio caindo,"
ACT_1_9.3,"and my flag standing still proudly. Our nation was united once again, as it were before the reign of [i]Hindaravs[/i].","e minha bandeira de pé orgulhosamente. Nossa nação estava unida novamente, assim como antes do reino dos [i]Hindarav[/i]."
ACT_1_10.1,"Even though my grandfather is long dead,","Mesmo que meu avô esteja há muito morto,"
ACT_1_10.2,I still visit my village from time to time for two activities.,eu ainda visito sua vila de vez em quando para duas atividades.
ACT_1_10.3,"To pay respects to the grave of my now departed Grandpa, Souka Isidro,","Prestar respeito ao túmulo do meu agora finado avô, Souka Isidro,"
ACT_1_10.4,and to salute the flag that has made me the bold man that I am today.,e saudar a bandeira que me tornou o homem corajoso que sou hoje.
ACT_1_10.5,"It has been twenty years since the unification, and while the red sun...may fall against the evening melodies,","Já se passaram vinte anos desde a unificação, e enquanto o sol vermelho... Pode cair contra as melodias noturnas,"
ACT_1_10.6,the red flag stands against the rough and tear of unpredictable weather and flows boldly.,a bandeira vermelha se mantém contra a depredação e desgaste do tempo imprevisível e voa corajosamente.
ACT_1_11.1,"My apologies, I might have gone on a tangent again.","Perdão, eu posso ter mudado de assunto novamente."
ACT_1_11.2,"You see, I love my country, as any person instilled with great values would.","Sabe, eu amo meu país, assim como qualquer pessoa que aprendera grandes valores."
ACT_1_11.3,"But still, it looks like my country will never know of my dedication, and it isn't my motherland's fault. For you see, I am about to tell you a tale.","Mas ainda assim, parece que meu país nunca sabera de minha dedicação, e não é culpa de minha pátria mãe. Pois veja bem, eu irei contar-lhe um conto."
ACT_1_11.4,"A tale that will explain how I ended in this deep,","Um conto que explicará como que terminei nesse profundo,"
ACT_1_11.5,"dark,","sombrio,"
ACT_1_11.6,"and empty space,","e vazio lugar,"
ACT_1_11.7,whose corners and skies are impossible to find.,cujos cantos e céus são impossíveis de encontrar.
ACT_1_12.1,"A tale of the injustice that was done to me, my wife, and my son, by the enemies of the motherland.","Um conto da injustiça feita contra mim, minha esposa, e meu filho, pelos inimigos da pátria mãe."
ACT_1_12.2,"When it all ends,","Quando tudo terminar,"
ACT_1_12.3,I am pretty sure that you ...,tenho certeza que você...
ACT_1_12.4,"the new or already existing loyal child of mother [i]Yhafa[/i] (and do not worry, for mother [i]Yhafa[/i]'s arms are open to all, so feel free to join) ...","a nova ou recém chegada criança leal da mãe [i]Yhafa[/i] (e não se preocupe, pois os braços da mãe [i]Yhafa[/i] estão abertos a todos, então sinta-se livre para se juntar a nós)..."
ACT_1_12.5,"would agree, that, whatever happened to me and the ones I loved, is a great injustice.","concordaria que, o que quer que tenha acontecido a mim e àqueles que eu amo, é uma grande injustiça."
ACT_1_12.6,I cannot tell the nature of this injustice...,Não posso te contar a natureza dessa injustiça...
ACT_1_13.1,"...or what caused it, but you know it to be true.","...ou o que a causou, mas eu sei que é a verdade."
ACT_1_13.2,"A family that is as dedicated to god as it is dedicated to the country, clearly deserved better.",Uma família dedicada tanto a deus quanto ao país claramente merece algo melhor.
ACT_1_13.3,"However, what can anyone do when tragedy strikes?","Entretanto, o que é possível fazer quando a tragédia acontece?"
ACT_1_13.4,For when disturbed forces,Pois quando forças perturbadas
ACT_1_13.5,"(that is, the people who refuse any help to control the chaos inside them, which allows discipline to abandon their minds)","(ou seja, pessoas que recusam qualquer ajuda para controlar o caos dentro de si, o que permite que a disciplina abandone suas mentes)"
ACT_1_13.6,"let their lack of direction lead to chaos and traitorous activities,","deixam sua falta de direção levar ao caos e a atos traiçoeiros,"
ACT_1_13.7,then it is the innocent and well-bled people like us who bite the bullet.,então são as pessoas inocentes e de bom coração como nós que pagamos o preço.
ACT_1_14.1,"Sorry, I let myself rant again.","Desculpe, eu comecei a reclamar novamente."
ACT_1_14.2,So foolish of me.,Que tolice a minha.
ACT_1_14.3,I apologize for my disturbing and incoherent ramblings.,Peço perdão pelas minhas reclamações perturbadoras e incoerentes.
ACT_1_14.4,"I did not wish to waste your time like this, but....","Não desejo desperdiçar seu tempo assim, mas..."
ACT_1_14.5,what can we do...,O que podemos fazer...
ACT_1_14.6,emotions aren't a straight stream of a river you know...,"Emoções não são o fluxo reto de um rio, sabe..."
ACT_1_15.1,"And even if you are some hidden spy of those who still believe that [i]Conferri[/i] would ever be a thing again,","E mesmo que você seja um espião escondido daqueles que acreditam que [i]Conferri[/i] possa voltar a ser algo novamente,"
ACT_1_15.2,"you will agree that it is a just simile to say that emotions are like rain, when they are released, they fall everywhere and anywhere.","você há de concordar que emoções são como a chuva, e quando são liberadas, caem sobre tudo e todos."
ACT_1_16.1,He. He. He. He. He.,He. He. He. He. He.
ACT_1_16.2,He. He. He. He. He. He.,He. He. He. He. He. He.
ACT_1_16.3,He. He. He. He. He. He.,He. He. He. He. He. He.
ACT_1_17.1,"Sorry,","Desculpe,"
ACT_1_17.2,it is just so funny.,é que é tão engraçado.
ACT_1_17.3,"If our great warriors were nearby,","Se nossos grandes guerreiros estivessem próximos,"
ACT_1_17.4,they would laugh at me for my signs of weakness.....,eles iriam rir de mim por meus sinais de fraqueza...
ACT_1_17.5,"well, I guess that's why it happened to me...","Bem, acho que isso aconteceu comigo..."
ACT_1_18.1,I-It happened to me...,A-aconteceu comigo...
ACT_1_19.1,[color=red]Because I was weak.[/color],[color=red]Porque eu fui fraco.[/color]
ACT_1_20.1,"As far as I can remember,","Pelo que eu consigo lembrar,"
ACT_1_20.2,it was probably a cloudy day.,provavelmente era um dia nublado.
ACT_1_20.3,"I can't say that with full confidence, because the office that was provided to me was severely malnourished when it came to lighting.","Não consigo dizer com total confiança, porque o escritório que me fora providenciado era severamente deficiente em questão de iluminação."
ACT_1_20.4,"It was not as if light never seeped inside, but the amount was so low that you couldn't accurately tell what was actually happening with the sky.","Não era como se a luz nunca conseguisse entrar, mas a quantidade era tão pequena que você não conseguia dizer com precisão o que estava de fato acontecendo com o céu."
ACT_1_20.5,"You could very well see yellow rays of light seeping in, only to find the weather outside to be all grey, and only some small miraculous clouds drift above,","Você podia muito bem ver raios amarelos de luz entrando, apenas para descobrir que o tempo lá fora estava todo cinza, e apenas algumas pequenas nuvens milagrosas voavam acima,"
ACT_1_20.6,letting a few escaping rays of light into the office.,deixando escapar alguns raios de luz para dentro do escritório.
ACT_1_21.1,"And for the past three days I was basically locked inside,","E pelos últimos três dias eu estava basicamente trancado lá dentro,"
ACT_1_21.2,having eaten or drunk very little and being in a constant state of panic from start to end.,tendo comido ou bebido muito pouco e estando em um constante estado de pânico do começo ao fim.
ACT_1_22.1,"The thing was that for the past four days,","O que acontecia era que durante os últimos quatro dias,"
ACT_1_22.2,"near the [i]Ufana[/i] prefecture in Division 6 outpost,","perto da prefeitura de [i]Ufana[/i] no posto da Divisão 6,"
ACT_1_22.3,student rallies suddenly erupted.,protestos estudantis tiveram início.
ACT_1_22.4,"At first, it was just a few pro-[i]Conferri[/i] students forming a union to demonstrate and shout for their supposed-freedom.","No começo, eram apenas alguns estudantes pró-[i]Conferri[/i] formando um sindicato para demonstrar e gritar por sua suposta liberdade."
ACT_1_22.5,"From what I understand, the demonstration area was secured by fraud, as the students pretended to ask the area permission for a play that they had prepared in honor of our leader, however, when blue banners, microphones, and chants of 'Free us! Free us!' started to surround the area, the authorities realized that something was wrong.","Pelo que entendi, a área de demonstração fora adquirida por fraude, pois os estudantes fingiram pedir a permissão da área para uma peça que haviam preparado em honra a nosso líder, entretanto, quando bandeiras azuis, microfones, e cânticos de 'Nos liberte! Nos liberte!' começaram a cercar a área, as autoridades perceberam que havia algo errado."
ACT_1_23.1,"'Sorry, am I hearing this correctly?","'Desculpe, estou ouvindo isso corretamente?"
ACT_1_23.2,Did you ask for a transfer of 19 soldiers to [i]Ufana[/i] prefecture or 90?',Você pediu a transferência de 9 soldados para a prefeitura de [i]Ufana[/i] ou de 90?'
ACT_1_23.3,My hands gripped the receiver of the telephone tightly.,Minhas mãos agarraram o telefone com força.
ACT_1_23.4,"Sweat was trickling down my body, as the last drop of water that I had not so long ago evaporated from my throat.","Suor escorria por meu corpo, enquanto a última gota de água que eu bebera há não muito tempo evaporava de minha garganta."
ACT_1_23.5,"I was taking dry gulps, for I had no more saliva to produce inside my body.","Eu estava engolindo em seco, pois eu não tinha mais saliva para produzir no meu corpo."
ACT_1_24.1,'90! 90!','90! 90!'
ACT_1_24.2,The angry voice on the other side replied.,A voz raivosa no outro lado respondeu.
ACT_1_25.1,'How did it come to 90?! I...COFF...COFF...COFFF...','Como chegou a 90?! Eu... COFF... COFF... COFF...'
ACT_1_25.2,Three small coughs escaped my mouth.,Três pequenas tosses escaparam de minha boca.
ACT_1_25.3,They were dry.,Estavam secas.
ACT_1_25.4,I could almost feel the skin inside my throat itching with god knows how many smaller red swollen spots growing from a lack of hydration.,Eu quase conseguia sentir a pele dentro da minha garganta coçando com deus sabe lá quantos pontinhos vermelhos inchados crescendo pela falta de hidratação.
ACT_1_26.1,'Rikki! You said you would have it handled by yesterday.,'Rikki! Você disse que teria resolvido tudo até ontem.
ACT_1_26.2,It has been 24 hours since yesterday!,Já se passaram 24 horas desde ontem!
ACT_1_26.3,"It's not yesterday anymore, it is today now! Do you have any idea the scolding I am going to get from the general?!'","Não é mais ontem, agora é hoje! Tem noção da bronca que eu vou levar do general?!'"
ACT_1_27.1,"'Look,' Rikki's voice was frustrated on the other side, 'If you weren't a personal friend and your wife wasn't a midwife to mine, I would've ordered your brains bashed with a brick right now.","'Olha,' a voz de Rikki estava frustrada no outro lado, 'Se você não fosse um amigo próximo e sua mulher parteira da minha, eu já teria ordenado que seu cérebro fosse esmagado com um tijolo."
ACT_1_27.2,You understand that?!,Você entendeu?!
ACT_1_27.3,I am already maxed out on handing shit here!,Eu já estou no limite pra aturar merdas aqui!
ACT_1_27.4,The last thing I wish to hear is your pathetic screaming!,A última coisa que eu quero ouvir são seus gritos patéticos!
ACT_1_27.5,DO YOU UNDERSTAND THAT?!',VOCÊ ENTENDEU?!'
ACT_1_28.1,"'I-I....coff...' a small, weak cough escaped from a man who was reminded of both his position and privilege.",'E-eu... coff...' uma tosse pequena e fraca escapou de um homem que fora lembrando de sua posição e privilégio.
ACT_1_28.2,"Still, humbleness never hydrated anyone's throat or took away anyone's nausea.","Ainda assim, a humildade nunca hidratara a garganta de ninguém ou acabara com a náusea de ninguém."
ACT_1_28.3,My voice was still going to sound rough and scream all the same.,Minha voz ainda soaria áspera da mesma maneira.
ACT_1_28.4,"I stressed hard on my throat again, trying my best at clearing it somehow, so my voice could be more prim and proper.","Eu forcei a garganta novamente, tentando ao máximo limpá-la de alguma forma, para que minha voz ficasse mais respeitável e elegante."
ACT_1_28.5,"However, all that escaped from me was more coughing.","Entretanto, tudo o que escapou de mim foram mais tosses."
ACT_1_29.1,'Ronan! You there...' Rikki's voice reverberated from the telephone.,'Ronan! Você tá...' a voz de Rikki reverberou do telefone.
ACT_1_29.2,"I was so stressed out that every time Rikki said anything, the voice came inside my ears like nails on a chalkboard.","Eu estava tão estressado que sempre que Rikki dizia algo, a voz entrava em meus ouvidos como unhas em um quadro negro."
ACT_1_29.3,My body at that time had a lot of demands that circumstances weren't allowing to be full-filled.,Meu corpo naquele momento tinha muitas demandas que as circunstâncias não permitiam serem atendidas.
ACT_1_30.1,My mind wished for peace.,Minha mente desejava paz.
ACT_1_31.1,My throat wished for water.,Minha garganta desejava água.
ACT_1_32.1,"But most of all, my joints wished for a more comfortable place to sit in than the steel chair that was provided to me.","Mas acima de tudo, minha juntas desejavam um lugar mais confortável para sentar além da cadeira de aço que me fora providenciada."
ACT_1_32.2,"I had even scratched my hands once or twice before because of how rusty it was. I had demanded changes before, like a month before, but ordering a comfortable chair for work, even for the Head Clerk and Manager of the Communication Department of an important division, was a difficult task.","Eu até arranhara minhas mãos uma ou duas vezes antes devido a quantidade de ferrugem nela. Eu exigira mudanças antes, mas exigir uma cadeira confortável para o trabalho, mesmo para o Chefe Escrivão e Gerente do Departamento de Comunicação de uma importante divisão, era uma tarefa difícil."
ACT_1_32.3,"To be honest, the entire division was underfunded for years at this point, as most of the funds of reconstruction...and weaponry was sent to outposts at the border with our neighbor, [i]Sutwandra[/i], who held many exiles from the [i]Conferri[/i] unification.","Para ser honesto, a divisão inteira estava com o orçamento baixo há anos, já que maior parte dos fundos de reconstrução e armamento eram mandados a postos na fronteira com nosso vizinho [i]Sutwandra[/i], que abrigava muitos exilados da unificação [i]Conferri[/i]."
ACT_1_32.4,"We were a communication and clerical HQ anyway, so it shouldn't have been much of a problem.","Nós éramos um QG de comunicação e escriturário de qualquer maneira, então não deveria ter sido um problema tão grande."
ACT_1_32.5,"Since most of our military spending obviously went to getting and maintaining communication devices like phones and radio signals, and clerical equipments like typewriter, papers, and folders.","Já que a maior parte de nossos gastos militares iam para obter e manter dispositivos de comunicação como sinais de telefone e rádio, e equipamentos escriturários como máquinas de escrever, papéis, e pastas."
ACT_1_32.6,"So I shouldn't be complaining much, ","Então eu não deveria estar reclamando tanto,"
ACT_1_32.7,"but at a time of stress like that, you could not help but wish for at least something better to sit on.","mas em momentos de estresse como esse, você não consegue impedir e deseja por pelo menos algo melhor para se sentar."
ACT_1_33.1,'RONAN!','RONAN!'
ACT_1_33.2,Rikki's scream woke me from my fragile state.,o grito de Rikki me acordou de meu frágil estado.
ACT_1_33.3,"I gripped the receiver harder, feeling the sweat that dropped from my forehead to the upper-cap of the receiver and slowly trickled down from its handle, to rejoin my body at my hand again.","Eu segurei o telefone com mais força, sentindo o suor que pingava de minha testa na parte superior do telefone e lentamente escorria pela alça, para se juntar novamente ao meu corpo na minha mão."
ACT_1_33.4,'RONAN! Reply goddamn it!',"'RONAN! Responda, droga!'"
ACT_1_33.5,Rikki's scream turned into a full blown command.,o grito de Rikki se tornou um comando completo.
ACT_1_34.1,"When nauseous, you could try your best to avoid a scream, but it is always advisable to those who wished to see another day to never ever disobey a command from your superior.","Quando se está nauseado, você pode tentar ao máximo evitar gritar, mas é sempre recomendado àqueles que desejam viver mais um dia nunca desobedecer um comando de seu superior."
ACT_1_34.2,"Even if you are dead, make sure you follow whatever is asked from you.","Mesmo que você esteja morto, certifique-se de obedecer o que quer que tenha sido pedido de você."
ACT_1_34.3,"Yes, you must be laughing at that last sentence right now.","Sim, você deve estar rindo dessa última frase agora."
ACT_1_34.4,I can only wish I could laugh with you.,Eu só queria poder rir com você.
ACT_1_34.5,'How can a person obey commands when they are already dead?','Como pode uma pessoa obedecer ordens quando ela já está morta?'
ACT_1_34.6,"Well my grandfather used to say it all the time that fear, you see, is something that is carried in the soul, not in the body.","Bem, meu avô costumava dizer o tempo todo de que o medo, veja bem, é algo carregado na alma, e não no corpo."
ACT_1_34.7,"And if there was one thing that the superiors of the [i]Yhafa[/i] in army were good at instilling, it was the fear of their commands.","E se havia uma coisa que os superiores do exército de [i]Yhafa[/i] eram bons em causar, era o medo de seus comandos."
ACT_1_35.1,"In fact, at the risk of taking you away from the main tale for a while, here is a joke that is very common in [i]Yhafa[/i]'s army camps:","Na verdade, sob o risco de de distrair do conto principal por um momento, aqui está uma piada muito comum nos acampamentos do exército de [i]Yhafa[/i]:"
ACT_1_35.2,"Once a general asked one of the soldiers to buy some vegetables from the market. On the way back, his jeep was attacked by terrorists, and nothing but the hand of the soldier survived. Two days later, in the town, talks of a mysterious hand hopping around started to make rounds.","Existia um general que pediu a um de seus soldados para comprar alguns vegetais do mercado. No caminho de volta, seu jipe fora atacado por terroristas, e nada além da mão do soldado sobreviveu. Dois dias depois, na cidade, boatos sobre uma mão misteriosa pulando por aí começou a correr de boca em boca."
ACT_1_35.3,"An army guard told the newspaper, 'I saw a hand, yes, just a hand, steal my underwear', / a captured terrorist told the newspaper, 'I saw a hand, yes, just a hand, punch me, because of which I was captured',","Um guarda do exército disse ao jornal, 'Eu vi uma mão, sim, apenas uma mão, roubar minha cueca', / 'Um terrorista capturado disse ao jornal, 'Eu vi uma mão, sim, apenas uma mão, me socar, porque eu fui capturado',"
ACT_1_35.4,"and a vegetable seller told the newspaper, 'I saw a hand, yes, just a hand, bring me a shopping bag, inside of which was a list of vegetables and a note of 2,000 and 250 tombs, combining together a price of 2,250 tombs from which the hand bought from me a pair of cauliflowers, two bottle gourds, some herbs, and half-a-kilogram of tomatoes.'","e um vendedor de vegetais disse ao jornal, 'Eu vi uma mão, sim, apenas uma mão, trazendo-me uma sacola de compras, e uma nota de 2,000 e outra de 250 tumbas, combinadas no total de 2,250 tumbas que a mão usou para comprar um par de couves-flor, duas abobrinhas, algumas ervas, e meio quilo de tomates.'"
ACT_1_35.5,"As the general was reading the tale of this mysterious hand in the newspaper, there was a knock on his door.","Enquanto o general lia o conto dessa mão misteriosa no jornal, ouviu uma batida em sua porta."
ACT_1_35.6,"He opened the door and found a hand,","Ele abriu a porta e viu uma mão,"
ACT_1_35.7,"yes, just a hand,","sim, apenas uma mão,"
ACT_1_35.8,dragging along a shopping bag full of vegetables.,arrastando uma sacola de compras cheia de vegetais.
ACT_1_35.9,"The general picked up the bag, and the hand looked up in anticipation, wishing for the general's permission to finally die.","O general pegou a sacola, e a mão olhou para cima em antecipação, desejando a permissão do general para finalmente morrer."
ACT_1_36.1,"But instead the general said, 'Oh, today we have some important guests coming! Can you bring me some fresh wine from the brewery? And while you are at it, please take my dog out for a walk as well.'","Mas em vez disso o general disse, 'Ah, hoje nós teremos alguns convidados importantes! Pode me trazer um vinho fresco da destilaria? E enquanto estiver lá, por favor leve meu cachorro para passear também.'"
ACT_1_37.1,He. He.,He. He.
ACT_1_37.2,Wasn't that funny?,Isso não é engraçado?
ACT_1_37.3,I remember having such a laugh at that one when we were in the training camps.,Eu lembro de rir tanto quando estava no acampamento de treino.
ACT_1_37.4,"Those were simpler times, it was a time when Rikki and I were in the same position, and I was the one who always protected his mixed race self from being bullied by other cadets.","Era uma época mais simples, uma época em que Rikki e eu tínhamos a mesma posição, e eu era aquele que protegia a pele mestiça dele de sofrer nas mãos dos outros cadetes."
ACT_1_38.1,About Rikki?,Sobre o Rikki?
ACT_1_38.2,Mixed race you ask?,"Raça mestiça, você pergunta?"
