keys,en,pt_BR
ACT_3_3.21,"It will be funny when I am drowned in that ketchup, my eyes dangling through my skin, bathed in that ketchup.","Será engraçado quando eu me afogar naquele ketchup, meus olhos pendurados banhados naquele ketchup."
ACT_3_3.22,"My throat will be broken into a thousand pieces, with sharp edges of bones cutting through the skin, and appear white, but not entirely white.","Minha garganta quebrar-se-á em mil pedaços, com pontas afiadas de ossos cortando a pele, e parecerão brancos, mas não inteiramente brancos."
ACT_3_3.23,For you see! It too will be bathed in ketchup!,Pois veja bem! Ela também estará banhada em ketchup!
ACT_3_4.1,Something....,Algo…
ACT_3_4.2,was above me.,estava sobre mim.
ACT_3_4.3,I could feel it.,Eu podia sentí-lo.
ACT_3_4.4,Its knees were on my stomach....,Seus joelhos sobre meu estômago…
ACT_3_5.1,"Its face just inches away from my own, and its breath....","Seu rosto há poucos centímetros do meu, e sua respiração…"
ACT_3_6.1,...was blowing on my face.,"… assoprava minha face,"
ACT_3_6.2,I could feel it.,Eu podia sentí-la.
ACT_3_6.3,"That was no air, I can tell.","Aquilo não era ar, eu conseguia perceber."
ACT_3_6.4,"It came from a mouth,","Aquilo saiu de uma boca,"
ACT_3_6.5,a mouth that was dirty and rotten.,uma boca suja e podre.
ACT_3_7.1,"So,","Tão,"
ACT_3_7.2,"So,","tão,"
ACT_3_7.3,rotten.,podre.
ACT_3_7.4,"Even though I did not see it, I was (somehow) able to tell that it possessed no lips,","Mesmo que eu não conseguisse vê-la, eu sabia (de algum modo) que ela não possuía lábios,"
ACT_3_7.5,"for all it had were teeth,","pois tudo o que ela possuía eram dentes,"
ACT_3_7.6,and whatever meat dangled beside it.,e qualquer carne que estivesse pendurada ao lado deles.
ACT_3_7.7,The breath...,A respiração…
ACT_3_8.1,"...it passed through its rotten teeth and rotten flesh,","… passou pelos dentes podres e pela carne podre,"
ACT_3_8.2,and that air carried the smell of those dead and burnt things to my nose and down to my throat.,e aquele ar carregava o cheiro daquelas coisas mortas e queimadas até meu nariz e garganta a fundo.
ACT_3_8.3,"I did not wish to smell them in, for that smell was terrible.","Eu não queria cheirá-lo, pois aquele cheiro era terrível."
ACT_3_8.4,"Every time it entered, the inner skin of my nose burnt, and that burning feeling, where it felt like thousand knives stabbed each area of my skin with the sharpest and most dirtiest knife that one could find,","Cada vez que ele entrava, a mucosa do meu nariz queimava, e aquela sensação de queimação, em que parecia que mil facas perfuravam cada centímetro de pele com as lâminas mais afiadas e sujas que você pudesse encontrar,"
ACT_3_8.5,ran all the way from my nose,passaram por todo o meu nariz
ACT_3_8.6,"to the throat,","até a garganta,"
ACT_3_8.7,then to heart,e então para o coração
ACT_3_8.8,"and then it settled itself in my lungs,","e então repousou-se em meus pulmões,"
ACT_3_8.9,"where it killed slowly but surely, every small pieces of flesh that kept me alive.",onde ela matava lenta mas efetivamente cada pedacinho de carne que me mantinha vivo.
ACT_3_9.2,"And it was in my lungs, where the largest of pain ran.","E ele estava em meus pulmões, onde a maior dor residia."
ACT_3_9.3,It was a terrible pain that made me feel like my lungs were shrinking.,Era uma dor terrível que me fazia sentir como se meus pulmões estivessem encolhendo.
ACT_3_9.4,"Yes,","Sim,"
ACT_3_9.5,"Yes,","sim,"
ACT_3_9.6,"lungs do shrink but then after a while, they do expand again.",pulmões encolhem mas depois de um tempo expandem novamente.
ACT_3_9.7,"Here though, the burning made sure that it never expanded. For even when it felt like my lungs were out of breath and needed to fill in air again, it kept shrinking and shrinking and shrinking, until I could feel it stretching the meat around it.","Mas aqui, a queimação garantia que eles nunca expandissem. Pois quando eu sentia que meus pulmões estavam sem ar e precisavam encher, eles continuavam encolhendo e encolhendo e encolhendo, até eu senti-los esticando a carne ao redor deles."
ACT_3_9.8,"The meat was splitting apart from my lungs, from my rib cage, and the blood vessels that were there. The meat was stretching and it was breaking apart. Yes, Yes, Yes. I already said that didn't I?","A carne estava se separando de meus pulmões, da minha caixa torácica, e das veias que ali existiam. A carne estava esticando-se e partindo-se. Sim, sim, sim. Eu já disse isso, não?"
ACT_3_9.9,"What I need to tell is that when it stretched, and one of its so many strands that once were melted into my lungs snapped, it shook the cage, which made them bend beyond their bending point, and a small crack in them would be produced.","O que eu preciso dizer é que quando esticava, e uma de suas muitas fibras que outrora se mesclavam com meus pulmões se rompia, isso balançava a caixa, o que as fazia sobrar-se além do limite, e uma pequena fissura seria produzida."
ACT_3_9.10,"Some miniscule pieces of bones would break apart, probably in forms of some powder, and they would land on the meat of my lungs.","Alguns pedaços minúsculos de ossos quebrariam, provavelmente na forma de um pó, e cairiam na carne dos meus pulmões."
ACT_3_9.11,"And when my lungs shrank again, they would roll down, and become stuck between any gap, and there, whenever the meat made movements, they would struggle and rub and grind against that meat.","E quando meus pulmões encolhessem novamente, eles rolariam e ficariam presos em qualquer abertura, e ali, sempre que a carne se movesse, eles se esfregariam contra a carne."
ACT_3_9.12,"Drilling and opening up flesh at so, so, many places, and then, before you know it,","Furando e abrindo a carne em tantos, tantos lugares, e então, antes que você perceba,"
ACT_3_9.13,blood would start leaking out.,sangue começaria a vazar.
ACT_3_10.2,’Ack...eck...ack...','Ack… Eck… Ack…’
ACT_3_10.3,The knee dug deeper into my stomach.,O joelho foi pressionado ainda mais contra meu estômago.
ACT_3_10.4,"It was searching and finding for any place where the oxygen was hiding, and as it dug deeper,","Ele estava procurando e encontrando qualquer lugar em que o oxigênio estivesse se escondendo, e enquanto cavava mais fundo,"
ACT_3_10.5,"and deeper,","e mais fundo,"
ACT_3_10.6,"and deeper,","e mais fundo,"
ACT_3_10.7,the entire body told me to scream.,meu corpo inteiro me mandou gritar.
ACT_3_10.8,SCREAM!,GRITE!
ACT_3_10.9,Scream and wake up!,Grite e acorde!
ACT_3_10.10,Wake up!,Acorde!
ACT_3_10.11,Wake up!,Acorde!
ACT_3_10.12,Wake up!,Acorde!
ACT_3_10.13,YOU HAVE A MOUTH AND YOU MUST SCREAM!,VOCÊ TEM UMA BOCA E DEVE GRITAR!
ACT_3_10.14,SO SCREAM!,ENTÃO GRITE!
ACT_3_10.15,Wake up!,Acorde!
ACT_3_10.16,Wake up!,Acorde!
ACT_3_10.17,Wake up!,Acorde!
ACT_3_10.18,WAKE....,ACOR….
ACT_3_11.1,'Ack....ech....achk....','Ack… Ech… Achk….’
ACT_3_11.2,"I wanted to, but it was not letting me.","Eu queria, mas não estava conseguindo."
ACT_3_11.3,"My lips were shut tight and the flesh of my upper lip pressed so closely together to my lower lip that now they were sealed shut. The throat was breaking, and the ears....","Meus lábios estavam fechados e a carne do meu lábio superior pressionada com tanta força no meu lábio inferior que eles agora estavam selados. A garganta estava quebrando, e os ouvidos…."
ACT_3_12.1,"...well, the ears heard no sanity.","… bem, os ouvidos não ouviram nenhuma sanidade."
ACT_3_12.2,Only that maddening breath.,Apenas a respiração enlouquecedora.
ACT_3_13.1,My heart was beginning to slow down.,Meu coração estava começando a desacelerar.
ACT_3_13.2,"All the blood was draining from my vessels, and I was starting to become empty.","Todo o sangue estava sendo drenado de minhas veias, e eu estava começando a ficar vazio."
ACT_3_13.3,Drained of what once laid protected under the comfort of my skin.,Drenado daquilo que já esteve protegido sob o conforto de minha pele.
ACT_3_14.1,'Ack...ech...achk....uwa.....eer....ackua....uaa...','Ack...ech...achk....uwa.....eer....ackua....uaa...'
ACT_3_14.2,"It dug its knee deeper,","Ele apertou mais o joelho,"
ACT_3_14.3,"so much so that I could feel the food that I ate rising up again, for it was in my food pipe now.","tanto que eu conseguia sentir a comida que eu comera começar a subir, pois ela já estava em minha faringe."
ACT_3_14.4,"However, the way to my mouth was blocked...","Entretanto, o caminho até minha boca estava bloqueado…"
ACT_3_14.5,blocked by so many swollen spots.,bloqueado por tantas manchas inchadas.
ACT_3_14.6,"It could not go down, but only rise up, and up there was no way for it to escape,","Ela não podia descer, apenas subir, e lá em cima não havia caminho para ela escapar,"
ACT_3_14.7,except for my....,exceto por minha…
ACT_3_15.1,It.,Ela.
ACT_3_15.2,Was.,Estava.
ACT_3_15.3,Making.,Abrindo.
ACT_3_15.4,Its.,O.
ACT_3_15.5,Way.,Caminho.
ACT_3_16.1,The wind pipe was near.,A laringe estava próxima.
ACT_3_16.2,"The knee kept pressing the stomach, the swollen red spots kept swelling as well.","O joelho continuou pressionando o estômago, as manchas inchadas e vermelhas continuavam inchando."
ACT_3_16.3,"It needed an escape, and that escape was near.","Ela precisava de um escape, e o escape estava próximo."
ACT_3_16.4,It was moving....,Estava se movendo…
ACT_3_17.1,And moving....,E movendo…
ACT_3_18.1,And moving to that shaking windpipe that was breaking apart in that ever shrinking lungs.,E se movendo até aquela laringe trêmula que se quebrava naqueles pulmões cada vez mais encolhidos.
ACT_3_19.2,It was near.,Estava próximo.
ACT_3_19.3,It was near.,Estava próximo.
ACT_3_19.4,It was near.,Estava próximo.
ACT_3_19.5,IT WAS....,ESTAVA…
ACT_3_20.1,The telephone suddenly rang....,O telefone tocou de repente…
ACT_3_20.2,...and I fell out of bed.,… e eu caí da cama.
ACT_3_20.3,"My legs were numb, I could not move them, but my eyes were open.","Minhas pernas estavam entorpecidas, eu não conseguia movê-las, mas meus olhos estavam abertos."
ACT_3_20.4,"My lungs were taking in breaths, I felt no swelling in my throat, my brain nerves were still inside my skin, and nothing was burning inside me.","Meus pulmões estavam recebendo ar, eu não sentia nenhum inchaço na garganta, meus neurônios ainda estavam dentro do meu crânio, e nada queimava dentro de mim."
ACT_3_20.5,"Still, I could not move my legs, they were numb, for it felt like no blood flowed to them, and every contact they made with the ground, thousands of tiny spots would shake with that touch, sending a stabbing feeling all over that place.","Ainda assim, eu não conseguia mover as pernas, elas estavam dormentes, pois parecia que nenhum sangue fluía para elas, e a cada contato que faziam o chão, milhares de pontinhos tremiam com aquele toque, enviando uma sensação de perfuração por toda a perna."
ACT_3_21.1,"My arms still had strength in them, and so,","Meus braços ainda tinham força, então,"
ACT_3_21.2,"coughing and breathing,","tossindo e respirando,"
ACT_3_21.3,I crawled...,eu rastejei…
ACT_3_22.1,...and crawled....,… E rastejei…
ACT_3_23.1,...until I was near it.,… Até eu me aproximar.
ACT_3_23.2,"The telephone was just above on the side stool, all I needed to do was get the energy back in my legs, and it was there, I could stand and get it.","O telefone estava logo acima no criado mudo, e tudo o que precisava fazer era recuperar a energia das pernas, e pronto, eu poderia levantar e atendê-lo."
ACT_3_24.1,But I couldn't.,Mas eu não consegui.
ACT_3_24.2,Every touch of that leg to the ground sent terrible shivers all over the body.,Cada toque daquela perna no chão enviava calafrios terríveis por todo o meu corpo.
ACT_3_24.3,"I attempted to pick one up, but it fell again, and hit the ground, and so the terrible shivers would resume.","Eu tentei levantar uma delas, mas ela caiu novamente e bateu no chão, e com isso os calafrios terríveis voltaram."
ACT_3_25.1,"This ringing,","Aquele barulho,"
ACT_3_25.2,"it was getting annoying,","estava ficando irritante,"
ACT_3_25.3,"very,","muito,"
ACT_3_25.4,"very,",muito
ACT_3_25.5,annoying.,irritante.
ACT_3_25.6,"I needed to shut it down,","Eu precisava desligá-lo,"
ACT_3_25.7,"right now,","aqui,"
ACT_3_25.8,and right here.,e agora.
ACT_3_26.1,And so...,E então…
ACT_3_26.2,"I attempted to get up again, but to no avail.","Eu tentei levantar novamente, mas inutilmente."
ACT_3_26.3,"My legs were not getting the blood they needed,","Minhas pernas não estavam recebendo o sangue que precisavam,"
ACT_3_26.4,but they weren't fully dead yet.,mas ainda não estavam completamente mortas.
ACT_3_26.5,"I could've waited, I could've rubbed my legs until the blood flowed properly back to them, but I needed to do it fast, for...","Eu poderia ter esperado, poderia tê-las esfregado até o fluxo sanguíneo voltar completamente, mas eu precisava ser rápido, pois…"
ACT_3_27.1,...that ringing was making me mad.,… Aquele barulho estava me deixando louco.
ACT_3_27.2,"And after a sleep like that, the last thing I wanted to go was mad.","E após um sono como aquele, a última coisa que eu precisava era ficar louco."
ACT_3_28.1,"I crawled forward again,","Eu rastejei adiante novamente,"
ACT_3_28.2,"and there, I grabbed onto the side stool with both my hands.","e ali, agarrei a lateral do criado mudo com ambas as mãos."
ACT_3_28.3,"Then,","Então,"
ACT_3_28.4,"'Huff, huff, huff,'","'Huff, huff, huff,'"
ACT_3_28.5,taking three short breaths I pulled myself up with all my might.,respirando de forma curta três vezes eu me puxei com todas as minhas forças.
ACT_3_28.6,'Ah...,'Ah…
ACT_3_28.7,Ah....,Ah…
ACT_3_28.8,AAAAA',AAAAA'
ACT_3_29.1,"'One more time,","'Mais uma vez,"
ACT_3_29.2,"one more ti...ack...ech...,'","mais uma v… Ack… Ech…,’"
ACT_3_29.3,"I whispered to myself and then did it again. Grabbed onto the side stool with my hands, and then with all my might, I pulled myself up. And...","eu sussurrei para mim mesmo e então tentei de novo. Agarrado ao lado do criado mudo com minhas mãos, e então com todas as minhas forças, eu me puxei para cima. E…"
ACT_3_29.4,'AAAAAAAAA','AAAAAAAAA'
ACT_3_30.1,Fell down again.,Caí novamente.
ACT_3_30.2,'Just one more time.,'Mais uma vez.
ACT_3_30.3,"One more,","Mais uma,"
ACT_3_30.4,"one more,'","mais uma,’"
ACT_3_30.5,"I chanted those words, and then grabbing onto the side stool, I pulled myself up again.","eu disse essas palavras, e então agarrando a lateral do criado mudo, me puxei para cima de novo."
ACT_3_30.6,'AAAAAA','AAAAAA'
ACT_3_30.7,Just a little more!,Só mais um pouco!
ACT_3_30.8,"I told myself, just a little more and I would be standing.","Eu disse a mim mesmo, só mais um pouco e eu estaria de pé."
ACT_3_30.9,"Standing as healthy as ever, shutting down that telephone for good.","De pé e saudável como nunca, desligando aquele telefone para sempre."
ACT_3_30.10,It won't ring any time after that.,Ele nunca mais iria tocar depois daquilo.
ACT_3_30.11,"In case it does, my legs would be up, they would have energy on them, and I will shut it down sooner.","E caso tocasse, minhas pernas estariam fortes, elas teriam energia, e eu o desligaria mais cedo."
ACT_3_30.12,Maybe even break it for good once and for all.,Talvez até mesmo quebrá-lo de uma vez por todas.
ACT_3_31.1,'Eck...achk....aaaaa','Eck...achk....aaaaa'
ACT_3_31.2,it took the entire strength of my upper body to finally pull me up.,foi necessária toda a força do meu tronco para finalmente me colocar de pé.
ACT_3_31.3,I was up!,Eu estava de pé!
ACT_3_31.4,"That was a relief. My legs, their tips touched the ground and were still as lifeless as when I woke up, but they were standing!","Aquilo foi um alívio. Minhas pernas, suas pontas tocaram o chão e ainda estavam sem vida da mesma maneira de quando eu acordara, mas elas estavam de pé!"
ACT_3_31.5,"And at the bottommost part of them, near my ankle and my toes, I could feel something surging back.","E na parte mais inferior delas, perto do meu calcanhar e dedos, eu conseguia sentir algo fluindo."
ACT_3_31.6,It was blood!,Era sangue!
ACT_3_31.7,It was returning to my legs.,Estava retornando às minhas pernas.
ACT_3_31.8,I was finding myself able to stand again.,Eu estava conseguindo levantar novamente.
ACT_3_32.1,"I placed my hand on the receiver,","Eu coloquei minha mão no telefone,"
ACT_3_32.2,"and as if by habit,","e como se por hábito,"
ACT_3_32.3,"I picked it up,","eu o atendi,"
ACT_3_32.4,and placed it to my ear.,e o coloquei próximo ao ouvido.
ACT_3_32.5,"With all the exhaustion in my body, I was barely able to whisper:","Com toda a exaustão no meu corpo, eu quase não fui capaz de sussurrar:"
ACT_3_32.6,"'Hello,'","'Alô,’"
ACT_3_32.7,onto the speaker.,no receptor.
ACT_3_32.8,For a second there was nothing.,"Por um segundo não aconteceu nada,"
ACT_3_32.9,No voice coming from the receiver.,nenhuma voz vinda do telefone.
ACT_3_32.10,Everything was silent.,Tudo estava em silêncio.
ACT_3_32.11,"I could hear the wind, and I could hear my shaking legs.","Eu podia ouvir o vento, e podia ouvir minhas pernas tremendo."
ACT_3_32.12,"Three very small, 'Huff, Huff, Huff,' escaped through my mouth,","Três pequenos, ‘Huff, Huff, Huff,’ escaparam de minha boca,"
ACT_3_32.13,and my legs were getting their footing again.,e minhas pernas começaram a se estabilizar novamente.
ACT_3_32.14,"The breath in me started to calm down, and the body that was once too hot was now becoming cold.","A minha respiração começou a acalmar, e o corpo que outrora estava quente agora estava esfriando."
ACT_3_32.15,"My lips spread apart, and now they vibrated at their place.","Meus lábios se separaram, e agora vibraram no lugar."
ACT_3_32.16,The entire room fell into a deep silence. I could not even hear my own breathing.,O quarto inteiro caiu em um silêncio profundo. Eu não conseguia nem mesmo ouvir minha própria respiração.
ACT_3_32.17,One second.,Um segundo.
ACT_3_32.18,Two seconds.,Dois segundos.
ACT_3_32.19,Three seconds.,Três segundos.
ACT_3_32.20,Four.,Quatro.
ACT_3_32.21,"I could feel every second with a longing stretch, waiting for that emptiness to fill.","Eu podia sentir cada segundo se esticando, esperando aquele vazio ser preenchido."
ACT_3_32.22,And then....,E então…
ACT_3_32.23,it did.,Ele foi.
ACT_3_32.24,"For a voice came from the other side of the receiver,","Pois uma voz veio do outro lado da linha,"
ACT_3_32.25,and,e
ACT_3_32.26,it,ela
ACT_3_32.27,said...,disse…
ACT_3_33.1,'Seven...','Sete…’
ACT_3_34.1,'...on the right.,'...na direita.
ACT_3_34.2,Empty spaces to the left.,Espaços vazios à esquerda.
ACT_3_34.3,One filled.,Um preenchido.
ACT_3_34.4,Two and a half to fill it full.',Dois e meio para completá-la.’
ACT_3_35.1,"'In the middle,","'No meio,"
ACT_3_35.2,one more needed.,mais um é necessário.
ACT_3_35.3,He hates...',Ele odeia…’
ACT_3_36.1,Something blew on my hair. Something was behind me.,Algo soprou meu cabelo. Algo estava atrás de mim.
ACT_3_37.1,'...being the only one to kneel.','… ser o único a se ajoelhar.’
ACT_3_38.1,'Ahh...Ahhhh.....AAAA...','Ahh...Ahhhh.....AAAA...'
ACT_3_38.2,"I screamed and walked away from the receiver,","Eu gritei e me afastei do telefone,"
ACT_3_38.3,covering my ears.,cobrindo os ouvidos.
ACT_3_38.4,The noise.,O barulho.
ACT_3_38.5,That terrible noise.,Aquele barulho terrível.
ACT_3_38.6,"It continued for what felt like forever, ripping apart the drums of my ear.","Ele continuou pelo que pareceu uma eternidade, rompendo meus tímpanos."
ACT_3_38.7,"It felt horrifying, to hear that noise and feel your ears rip in two,","Foi horrível, ouvir o som dos seus tímpanos rasgando em dois,"
ACT_3_38.8,but I soon found the strength to move forward and...,mas logo eu encontrei forças para seguir em frente e…
ACT_3_39.1,...slammed the receiver down.,… bati o telefone.
ACT_3_40.1,"I wanted to break the entire telephone, but instead, I started taking long breaths.","Eu queria quebrar o telefone inteiro, mas em vez disso, comecei a respirar fundo."
ACT_3_40.2,"I stepped backwards and turned around in that blue-lit room where with every turn I expected to see someone standing,","Me afastei e girei naquele quarto iluminado de azul onde a cada momento eu esperava ver alguém de pé,"
ACT_3_40.3,but nothing was ever there.,mas nada apareceu.
ACT_3_40.4,"I was alone with the darkness, and the thoughts constantly telling me that,","Eu estava sozinho na escuridão, e meus pensamentos constantemente me diziam que,"
ACT_3_40.5,'Something will soon be here.','Algo estará aqui logo.’
ACT_3_41.1,'Uaa....ack...eck....gha....ua...aa...','Uaa....ack...eck....gha....ua...aa...'
ACT_3_41.2,"It was then that my eyes fell on Kaede, she was fully awake on the bed, her eyes were wide open, and so was her mouth.","Foi então que meus olhos recaíram sobre Kaede, ela estava totalmente despertada na cama, seus olhos arregalados, assim como sua boca."
ACT_3_41.3,"The iris of her eye shook at its place, and her chest rose up and down in breaking motion, never having a rhythm that any breathing motion should have.","A íris de seu olho sacudia no lugar, e seu peito subia e descia de maneira descoordenada, sem o ritmo que uma respiração deveria ter."
ACT_3_41.4,"For sometimes it would rise all the way above, only to fall down for a few exhales and then to expand when inhaling again, and then exhaled all the way down again.","Algumas vezes ele subia até o fim, apenas para descer com algumas exaladas e então expandir quando inalado novamente, e então exalava até o fim."
ACT_3_41.5,"Then it would exhale for only a little bit,","Então ele exalava só um pouco,"
ACT_3_41.6,"and then three, 'COFF....COFF...COFF' coughs would flatten it down again.","e então três, ‘COFF… COFF… COFF’ tosses o esvaziavam novamente."
ACT_3_42.1,"'Kaede!' I screamed and rushed to the bedside. There I collapsed on my knees by her side, and shook her, 'Kaede! Wake up! Kaede!'","'Kaede!’ eu gritei e corri até o lado da cama. Ali eu caí de joelhos ao seu lado, e a sacudi, ‘Kaede! Acorde! Kaede!’"
ACT_3_43.1,'Kaede!,'Kaede!
ACT_3_43.2,Wake up my love!,"Acorde, meu amor!"
ACT_3_43.3,Wake up!,Acorde!
ACT_3_43.4,WAKE UP!',ACORDE!’
ACT_3_43.5,I screamed again and shook her with all my might.,Eu gritei novamente e a sacudi com todas as minhas forças.
ACT_3_43.6,"Thankfully that did the work, for she soon opened her eyes and looking at me she said...","Felizmente isso funcionou, pois logo ela abriu seus olhos e me disse…"
ACT_3_44.1,'It hurts!,'Isso dói!
ACT_3_44.2,It hurts!,Isso dói!
ACT_3_44.3,"No,","Não,"
ACT_3_44.4,"no,","não,"
ACT_3_44.5,not you.,você não.
ACT_3_44.6,You are the last person I want by my...',Você é a última pessoa que eu quero ao meu…’
ACT_3_45.1,"'O-oh, my love.","'O-oh, meu amor."
ACT_3_45.2,I had this terrible dream.,Eu tive um sonho terrível.
ACT_3_45.3,It was horrifying.,Foi horrível.
ACT_3_45.4,I felt it tear my skin.,Eu senti minha pele rasgando.
ACT_3_45.5,"Oh, I am so happy to see you.","Oh, estou tão feliz por ver você."
ACT_3_45.6,It was really scary.,Foi muito assustador.
ACT_3_45.7,"I thought I will never see you again,' She rested her head on my shoulder and...","Eu achei que nunca mais te veria,’ Ela descansou a cabeça em meu ombro e…"
ACT_3_46.1,'Stop.,'Pare.
ACT_3_46.2,Stop.,Pare.
ACT_3_46.3,You are choki...',Você está me enforc…’
ACT_3_47.1,"'Oh, oh, oh. I thought I was gone. I was scared, and I kept trying to scream your name, but all I got was darkness. I was scared until you woke me. I am so happy you are here my love,' and hugged me tigh...","'Oh, oh, oh. Eu pensei que iria morrer. Estava com medo, e eu ficava tentando gritar seu nome, mas tudo o que eu via era escuridão. Eu estava com medo até você me acordar. Estou tão feliz que você esteja aqui, meu amor,’ e me abraçou mais for…"
ACT_3_48.1,'Let me go! Let me...','Me solta! Me sol…’
ACT_3_49.1,...ter. I wouldn't blame her for feeling scared at that moment.,… te. Eu não a culpo por sentir medo naquele momento.
ACT_3_49.2,I was scared too.,Eu também estava com medo.
ACT_3_49.3,"If a man like me can get scared from fighting such a near experience with death, then who was to blame a feeble, soft, woman like her.","Se um homem como eu pode ficar com medo por lutar contra tal experiência de quase morte, então quem poderia culpar uma mulher fraca e gentil como ela."
ACT_3_50.1,'Let me go...','Me solta…’
ACT_3_51.1,"'Don't let me go, stay near me. I am scared...'","'Não me solte, fique perto de mim. Estou com medo…’"
ACT_3_51.2,"She was shivering all over and releasing from my hug, I pressed the back of my palm to her forehead.","Ela estava tremendo, e soltando-a de meu abraço, pressionei as costas da minha mãe contra a testa dela."
ACT_3_51.3,"Her body temperature was high, she seemed almost at her boiling point, and when my palm was pressing against her forehead, I was almost scared that her skin might melt.","Sua temperatura estava alta, ela parecia estar quase fervendo, e quando minha mão tocou em sua testa, eu quase fiquei com medo de que sua pele pudesse derreter."
