keys,en,pt_BR
ACT_4_12.4,"Looking around the room, there was nothing scary.","Olhando ao redor da sala, não havia nada assustador."
ACT_4_12.5,"It was like I had known it for so long, loved for so long.","Era como eu a conhecia há tanto tempo, amado há tanto tempo."
ACT_4_12.6,"I remember when I first had it renovated, I wanted to replicate the look of the room that the general's bedroom had in his farmhouse.","Eu lembro de quando eu a renovei pela primeira vez, eu queria replicar a aparência do quarto que o general tinha em sua casa de fazenda."
ACT_4_12.7,"Seiko had shown me its photo, and it was such a serene looking place, especially when the moonlight fell blue into the room, it felt like all celestial beings were just neighboring your house, staring at the beauty of the place so white, that they were surprised that it wasn't covered in snow.","Seiko havia me mostrado uma foto, e era um lugar tão serene, especialmente quando o luar banhava o quarto de azul, parecia que os seres celestiais moravam ao lado da sua casa, encarando a beleza do lugar tão branco, que eles se surpreendiam por não estar coberto de neve."
ACT_4_12.8,I bet...,Aposto...
ACT_4_12.9,"oh I bet,","Ah eu aposto,"
ACT_4_12.10,that the snow itself would be shameful of the piece of land which I inhabited.,que a própria neve sentiria vergonha do lugar que eu habitava.
ACT_4_13.1,Ten minutes had passed by and Kaede had still not come here.,Dez minutos se passaram e Kaede ainda não havia aparecido.
ACT_4_13.2,"I got up from the bed and started walking back and forth, hoping to see her sight soon.","Eu levantei da cama e comecei a andar de um lado a outro, esperando ver seu olhar logo."
ACT_4_13.3,Hear her laugh...,Ouvir sua risada...
ACT_4_14.1,"'Kaede,'","'Kaede',"
ACT_4_14.2,"I turned around searching for her figure, thinking that she was here. I called out, 'Are you there my love?'\n\n","Eu me virei procurando por sua figura, pensando que ela estava lá. Eu chamei, 'Você está aí meu amor?'\n\n"
ACT_4_14.3,"My hands clutched hard and my knuckles were shaking, I cannot tell if she was there or not.","Minhas mãos se fecharam com força e os nós dos meus dedos estavam tremendo, eu não sabia dizer se ela estava lá ou não."
ACT_4_14.4,"I walked slowly,","Eu caminhei lentamente,"
ACT_4_14.5,"repeatedly punching my thighs,","repetidamente socando minhas coxas,"
ACT_4_14.6,"and with every punch to my thighs,","e com cada soco em minhas coxas,"
ACT_4_14.7,my knuckles got tighter.,os nós dos meus dedos enrijeciam mais. 
ACT_4_14.8,Where was she?,Onde ela estava?
ACT_4_14.9,I was hearing a woman’s laugh.,Eu estava ouvindo a risada de uma mulher.
ACT_4_14.10,"There was no other woman in my house, so it must've been her.","Não havia nenhuma outra mulher na minha casa, então deve ter sido ela."
ACT_4_15.1,'Ka – Kae...','Ka – Kae...'
ACT_4_15.2,were the only whispers that left me when I turned around.,foram os únicos sussurros que saíram de mim quando eu me virei.
ACT_4_15.3,"Again, she was not behind me. I was getting impatient at this point, my breathing became more rapid in anticipation, and the heart was to follow its lead and pump harder.","Novamente, ela não estava atrás de mim. Eu estava ficando impaciente, minha respiração acelerando de antecipação, e o coração seguia sua deixa e bombeava com mais força"
ACT_4_15.4,"The blood that pumped so rapidly made my body warmer by each passing second, and soon I could feel my skin boiling, and my fist clenched tighter and shook as fast as my heart beat.","O sangue que era bombeado tão rapidamente aquecia cada vez mais o meu corpo a cada segundo, e logo eu podia sentir minha pele fervendo, e meu punho cerrado e sacudindo tão rápido quanto meu coração batia."
ACT_4_15.5,"My knuckles were now protruding sharper than ever, if I was a vicious animal, this would have been the point where claws would've popped out, and kill","Os nós dos meus dedos estavam agora protuberando mais do que nunca, se eu fosse um animal selvagem, esse seria o momento onde garras apareceriam, e eu mataria"
ACT_4_15.6,"whatever,","qualquer coisa,"
ACT_4_15.7,"whomever,","qualquer um,"
ACT_4_15.8,was to show up at my sight.,que aparecesse na minha frente.
ACT_4_15.9,"I am not the kind that kills, I am a clerk, I am not a soldier of the ground.","Eu não sou do tipo que mata, eu sou um escrivão, não sou um soldado de campo."
ACT_4_15.10,"I am not a vicious beast, I do paperwork.","Eu não sou uma fera selvagem, eu preencho papelada."
ACT_4_15.11,I serve my nation by making sure that its pillars don't fall down.,Eu sirvo minha nação garantindo que seus pilares não caiam.
ACT_4_15.12,"I am not the one who makes others pillars fall, I just make sure my own stands still.","Eu não sou aquele que faz outros pilares caírem, apenas me certifico que os meus estão de pé."
ACT_4_15.13,"As our great leader said,","Como nosso grande líder disse,"
ACT_4_15.14,every hand is a working hand.,toda mão é uma mão trabalhadora.
ACT_4_15.15,"Not every hand should have the blood of enemy to bloom flowers, some can have shovels in their hands that they can use to mend the soil.","Nem toda mão deveria ter o sangue de inimigos para desabrochar flores, algumas podem carregar pás usadas para reparar o solo."
ACT_4_16.1,"I do not want to question the man who led us through so many atrocities, and made us stand victorious, but I would like to know","Eu não quero questionar o homem que nos liderou por tantas atrocidades, e nos tornou vitoriosos, mas eu gostaria de saber"
ACT_4_16.2,of any flower,de alguma flor
ACT_4_16.3,that is bloomed by blood.,que desabrocha com sangue.
ACT_4_16.4,What was he even talking about when he said that?!,Do que ele estava falando quando disse aquilo?!
ACT_4_16.5,Ha.,Ha.
ACT_4_16.6,Ha.,Ha.
ACT_4_16.7,"What was happening, what is happening now as I narrate.","O que estava acontecendo, o que está acontecendo agora enquanto eu narro."
ACT_4_16.8,"The focus isn’t there, my mind was racing towards a thousand places, I cannot just keep a single focus.",ACT_4_16.8_PT
ACT_4_17.1,'Kaede!!! WHERE ARE YOU?!',ACT_4_17.1_PT
ACT_4_17.2,"I screamed again, and...",ACT_4_17.2_PT
ACT_4_18.1,"'Stop playing with me!' I screamed again, and got no reply.",ACT_4_18.1_PT
ACT_4_19.1,"She should've been here by then, you cannot blame me if my hands clenched so tight that my nails started to stab through my palm.",ACT_4_19.1_PT
ACT_4_19.2,"I just wanted to remove this shirt, and find myself a room to breathe.",ACT_4_19.2_PT
ACT_4_19.3,"Yet she was not there, I cannot even hear a single footstep.",ACT_4_19.3_PT
ACT_4_19.4,"I needed her to return soon enough, or even I couldn’t tell what I might do to myself...",ACT_4_19.4_PT
ACT_4_20.1,...or to her.,ACT_4_20.1_PT
ACT_4_21.1,'Kaede!,ACT_4_21.1_PT
ACT_4_21.2,Come out!,ACT_4_21.2_PT
ACT_4_21.3,At least reply with something for the love of god!,ACT_4_21.3_PT
ACT_4_21.4,Where are you!,ACT_4_21.4_PT
ACT_4_21.5,WHERE....',ACT_4_21.5_PT
ACT_4_21.6,"I paced across the room faster and faster, and yet she was just not there.",ACT_4_21.6_PT
ACT_4_21.7,"I punched myself hard on my thighs again, and felt a surge of pain there.",ACT_4_21.7_PT
ACT_4_21.8,I never knew I had such strength.,ACT_4_21.8_PT
ACT_4_21.9,He.,ACT_4_21.9_PT
ACT_4_21.10,He.,ACT_4_21.10_PT
ACT_4_21.11,Maybe I was capable of blooming flowers from blood.,ACT_4_21.11_PT
ACT_4_21.12,Ha.,ACT_4_21.12_PT
ACT_4_21.13,Ha.,ACT_4_21.13_PT
ACT_4_21.14,Ha.,ACT_4_21.14_PT
ACT_4_22.1,"Something whispered to me, and I followed that voice in the dark.",ACT_4_22.1_PT
ACT_4_22.2,"It was somewhere in my bedroom, I knew of that.",ACT_4_22.2_PT
ACT_4_22.3,"I kept punching my thighs again and again, making sure to keep check on their strength, they shouldn't go soft during any of this.",ACT_4_22.3_PT
ACT_4_22.4,You never know what lies on what corner.,ACT_4_22.4_PT
ACT_4_23.1,That voice was soft and yet I felt no gentleness in them.,ACT_4_23.1_PT
ACT_4_23.2,"She was not my Kaede,",ACT_4_23.2_PT
ACT_4_23.3,she was someone else.,ACT_4_23.3_PT
ACT_4_24.1,It was in front of me...,ACT_4_24.1_PT
ACT_4_25.1,No...no. It was to my righ...,ACT_4_25.1_PT
ACT_4_26.1,She was to my left. She was just to my left. If I reached out my hand I could've...,ACT_4_26.1_PT
ACT_4_27.1,"When that voice came from behind me, just so behind that I felt its breath kissing my neck, I immediately turned around...",ACT_4_27.1_PT
ACT_4_28.1,...and punched with all my might.,ACT_4_28.1_PT
ACT_4_28.2,"But it was nothing but the mirror, and in the mirror I saw....",ACT_4_28.2_PT
ACT_4_29.1,'Ka-kae...',ACT_4_29.1_PT
ACT_4_29.2,"I was still chanting her name, hoping she would appear behind me in the mirror.",ACT_4_29.2_PT
ACT_4_29.3,"Hoping that at the very least I would see a vision of her in that cracked reflecting surface, but there was nothing.",ACT_4_29.3_PT
ACT_4_29.4,Nothing!,ACT_4_29.4_PT
ACT_4_29.5,"Even when I wished for my mind to conjure up her figure, she never appeared.",ACT_4_29.5_PT
ACT_4_29.6,I needed her here and I needed her right now.\n\n,ACT_4_29.6_PT
ACT_4_29.7,"I wanted to say so much to her but all I could muster was,",ACT_4_29.7_PT
ACT_4_29.8,'where are you!',ACT_4_29.8_PT
ACT_4_30.1,"Stumbling with my legs, and still taking longer breaths, I escaped onto the living room.",ACT_4_30.1_PT
ACT_4_30.2,"My hands were bloodied from the punch, shards of the mirror were still stabbed on them, and yet all I could think about was,",ACT_4_30.2_PT
ACT_4_30.3,'KAEDE!,ACT_4_30.3_PT
ACT_4_30.4,YOU BETTER GET OUT FROM WHEREVER YOU ARE!,ACT_4_30.4_PT
ACT_4_30.5,RIGHT NOW!',ACT_4_30.5_PT
ACT_4_31.1,"'I wish to see my boy,'",ACT_4_31.1_PT
ACT_4_31.2,"I found myself muttering as I limped and produced footprints on the blood on the ground that dripped from my own hand,",ACT_4_31.2_PT
ACT_4_31.3,'I wish to see my wife!,ACT_4_31.3_PT
ACT_4_31.4,Where are you both!,ACT_4_31.4_PT
ACT_4_31.5,Where are you hiding!,ACT_4_31.5_PT
ACT_4_31.6,This is no time to play hide and seek!,ACT_4_31.6_PT
ACT_4_31.7,It is the middle of night!,ACT_4_31.7_PT
ACT_4_31.8,You know what is in the middle of night...,ACT_4_31.8_PT
ACT_4_31.9,DARKNESS!,ACT_4_31.9_PT
ACT_4_31.10,Nobody can see in the dark!,ACT_4_31.10_PT
ACT_4_31.11,How am I supposed to find you!,ACT_4_31.11_PT
ACT_4_31.12,Get out now!,ACT_4_31.12_PT
ACT_4_31.13,GET OUT!,ACT_4_31.13_PT
ACT_4_31.14,GET OUT!,ACT_4_31.14_PT
ACT_4_31.15,I need first aid!,ACT_4_31.15_PT
ACT_4_31.16,My hand is bleeding!'\n\n,ACT_4_31.16_PT
ACT_4_31.17,"I raised my hand in the air, as if showing it to some entity who was there,",ACT_4_31.17_PT
ACT_4_31.18,'Look! Look! My h-hand! It is stabbed with glasses!,ACT_4_31.18_PT
ACT_4_31.19,I broke the mirror!,ACT_4_31.19_PT
ACT_4_31.20,One is not supposed to break the mirror you know!,ACT_4_31.20_PT
ACT_4_31.21,It's bad luck for everyone!,ACT_4_31.21_PT
ACT_4_31.22,Please!,ACT_4_31.22_PT
ACT_4_31.23,It hurts!,ACT_4_31.23_PT
ACT_4_31.24,IT HURTS!,ACT_4_31.24_PT
ACT_4_31.25,KAEEEEDDEEEEEE!,ACT_4_31.25_PT
ACT_4_31.26,"I need you here, right here!",ACT_4_31.26_PT
ACT_4_31.27,Right now!,ACT_4_31.27_PT
ACT_4_31.28,"Fix it! Fix it, it hurts!",ACT_4_31.28_PT
ACT_4_31.29,The glass....,ACT_4_31.29_PT
ACT_4_31.30,T-th-the gl-glass!,ACT_4_31.30_PT
ACT_4_31.31,It hurts!,ACT_4_31.31_PT
ACT_4_31.32,IT HURRTS!,ACT_4_31.32_PT
ACT_4_31.33,Look!,ACT_4_31.33_PT
ACT_4_31.34,Look!,ACT_4_31.34_PT
ACT_4_31.35,"If not at my face, then at my hands!",ACT_4_31.35_PT
ACT_4_31.36,Look!,ACT_4_31.36_PT
ACT_4_31.37,Look what happened to me when I was trying to find you!,ACT_4_31.37_PT
ACT_4_31.38,Look!,ACT_4_31.38_PT
ACT_4_31.39,Look!,ACT_4_31.39_PT
ACT_4_31.40,Look how I hurt myself searching for you both!,ACT_4_31.40_PT
ACT_4_31.41,"Stop your game,",ACT_4_31.41_PT
ACT_4_31.42,RIGHT HERE AND RIGHT NOW!,ACT_4_31.42_PT
ACT_4_31.43,I need help.,ACT_4_31.43_PT
ACT_4_31.44,I need to be patched up.,ACT_4_31.44_PT
ACT_4_31.45,HELP!,ACT_4_31.45_PT
ACT_4_31.46,HELP!,ACT_4_31.46_PT
ACT_4_32.1,'Kaede....',ACT_4_32.1_PT
ACT_4_32.2,I was weeping.,ACT_4_32.2_PT
ACT_4_32.3,"Oh, I wish I could have had another me at that point, who would punch me in the face and tell me that I was not supposed to weep.",ACT_4_32.3_PT
ACT_4_32.4,"I was supposed to stand up, and find them to the end of the earth if need be, but all that happened at that point was screams of her name, again and again, at a repeating nausea, hoping she was just around the corner.",ACT_4_32.4_PT
ACT_4_32.5,Crying but afraid of what the little prank she had done on me.,ACT_4_32.5_PT
ACT_4_32.6,"She will comfort me, kiss me on the neck, and will slowly remove the shards from my knuckles as she would weep.",ACT_4_32.6_PT
ACT_4_32.7,WEEP!,ACT_4_32.7_PT
ACT_4_32.8,Like I was weeping then.,ACT_4_32.8_PT
ACT_4_32.9,"A mess of my own self, a mess of a man.",ACT_4_32.9_PT
ACT_4_32.10,I wanted someone there.,ACT_4_32.10_PT
ACT_4_32.11,Kaede.,ACT_4_32.11_PT
ACT_4_32.12,Rikki.,ACT_4_32.12_PT
ACT_4_32.13,General.,ACT_4_32.13_PT
ACT_4_32.14,Mother.,ACT_4_32.14_PT
ACT_4_32.15,Or even....,ACT_4_32.15_PT
ACT_4_32.16,Father.,ACT_4_32.16_PT
ACT_4_32.17,"At that point, I would even take the screams of my father, if it meant that someone else was there.",ACT_4_32.17_PT
ACT_4_32.18,I was alone.,ACT_4_32.18_PT
ACT_4_32.19,It was painful being so alone on such a night.,ACT_4_32.19_PT
ACT_4_33.1,Night was scary.,ACT_4_33.1_PT
ACT_4_33.2,Night is always scary.,ACT_4_33.2_PT
ACT_4_33.3,"It is dark at night, and one can't tell what is happening.",ACT_4_33.3_PT
ACT_4_33.4,"Even when the lights are on, you cannot tell or explain the whisper that you just heard.",ACT_4_33.4_PT
ACT_4_33.5,It was happening to me.,ACT_4_33.5_PT
ACT_4_33.6,I was hearing whispers.,ACT_4_33.6_PT
ACT_4_33.7,I was having trouble sleeping.,ACT_4_33.7_PT
ACT_4_33.8,"It was painful, my entire body was painful to carry.",ACT_4_33.8_PT
ACT_4_33.9,"It hurt at so many points, and now I was bleeding.",ACT_4_33.9_PT
ACT_4_33.10,"I needed something, I needed someone to make sense of it all, I NEEDED SOMEONE!",ACT_4_33.10_PT
ACT_4_33.11,AND I NEEDED THEM HERE!,ACT_4_33.11_PT
ACT_4_33.12,"I needed someone to speak, so that the whispers could be explained.",ACT_4_33.12_PT
ACT_4_33.13,"I needed someone to touch me or even punch me, just so my current self could be explained.",ACT_4_33.13_PT
ACT_4_33.14,I needed someone....,ACT_4_33.14_PT
ACT_4_33.15,I NEEDED!,ACT_4_33.15_PT
ACT_4_33.16,I NEEDED!,ACT_4_33.16_PT
ACT_4_33.17,"I needed them here, I wanted them here.",ACT_4_33.17_PT
ACT_4_33.18,"I wanted a physical self here, just so they would tell me, whether it was angrily or lovingly that...",ACT_4_33.18_PT
ACT_4_34.1,...it was just a dream.,ACT_4_34.1_PT
ACT_4_34.2,The pain was just a dream.,ACT_4_34.2_PT
ACT_4_34.3,Soon I would wake up to sanity.,ACT_4_34.3_PT
ACT_4_34.4,"Soon I would wake to loving arms, and to a world that was happy and prospering, or at least in a world, where the stabs of these shards were not there cutting my skin, or at the very least, they didn't hurt so much.",ACT_4_34.4_PT
ACT_4_35.1,"'Huff, huff',",ACT_4_35.1_PT
ACT_4_35.2,longer breaths.,ACT_4_35.2_PT
ACT_4_35.3,"Take longer breaths, I told myself.",ACT_4_35.3_PT
ACT_4_35.4,"TAKE LONGER BREATHS AND THEY WILL CALM YOU DOWN,",ACT_4_35.4_PT
ACT_4_35.5,screamed my inner self.,ACT_4_35.5_PT
ACT_4_35.6,"I was taking them,",ACT_4_35.6_PT
ACT_4_35.7,"I can assure you,",ACT_4_35.7_PT
ACT_4_35.8,"I can promise,",ACT_4_35.8_PT
ACT_4_35.9,I can even swear on my unborn son's life that I was taking as long breaths as one man can physically do.,ACT_4_35.9_PT
ACT_4_35.10,"I needed to tear my shirt apart,",ACT_4_35.10_PT
ACT_4_35.11,I needed more air to breathe.,ACT_4_35.11_PT
ACT_4_35.12,"However, my mind was numb, and my body was numb as well.",ACT_4_35.12_PT
ACT_4_35.13,I cannot think straight.,ACT_4_35.13_PT
ACT_4_35.14,I wanted to but I couldn't.,ACT_4_35.14_PT
ACT_4_35.15,The body was hot....,ACT_4_35.15_PT
ACT_4_35.16,"no, it was boiling.",ACT_4_35.16_PT
ACT_4_35.17,It was boiling and I was melting.,ACT_4_35.17_PT
ACT_4_35.18,I wanted a cold hand to touch my skin and cool it down.,ACT_4_35.18_PT
ACT_4_35.19,Cold hands?,ACT_4_35.19_PT
ACT_4_35.20,Women always have a lesser body temperature than men.,ACT_4_35.20_PT
ACT_4_35.21,"So maybe, Kaede.",ACT_4_35.21_PT
ACT_4_35.22,O-or. Mother.,ACT_4_35.22_PT
ACT_4_35.23,Or Seiko.,ACT_4_35.23_PT
ACT_4_35.24,"An-anyone could just come near me, and touch my skin with the back of their palm, and stop this melting.",ACT_4_35.24_PT
ACT_4_35.25,Stop this crying.,ACT_4_35.25_PT
ACT_4_35.26,This crying and shouting and screaming and all these voices...,ACT_4_35.26_PT
ACT_4_36.1,...these voices around me were ripping my eardrums.,ACT_4_36.1_PT
ACT_4_36.2,"They were ripping it apart, and when they ripped it apart, my body would get tenser in said madness, it would wish...",ACT_4_36.2_PT
ACT_4_36.3,"oh,",ACT_4_36.3_PT
ACT_4_36.4,"oh,",ACT_4_36.4_PT
ACT_4_36.5,"yes,",ACT_4_36.5_PT
ACT_4_36.6,it would wish to keep its sanity intact.,ACT_4_36.6_PT
ACT_4_36.7,It would scream!,ACT_4_36.7_PT
ACT_4_36.8,"SCREAM to keep its sanity intact, and in that ensuing struggle, it would heat up more, and more, and more, and.....",ACT_4_36.8_PT
ACT_4_36.9,ha.,ACT_4_36.9_PT
ACT_4_36.10,ha.,ACT_4_36.10_PT
ACT_4_36.11,It would burn me!,ACT_4_36.11_PT
ACT_4_36.12,IT WOULD SET MY BODY ON FIRE!,ACT_4_36.12_PT
ACT_4_36.13,THERE WERE NO FLAMES BUT I WAS BURNING!,ACT_4_36.13_PT
ACT_4_36.14,"FOR THE LOVE OF GOD, THERE COULD AT LEAST HAVE BEEN FLAMES OVER MY BODY TO EXPLAIN THIS SENSATION!",ACT_4_36.14_PT
ACT_4_37.1,'Ack...ckh..ac.e....eck...',ACT_4_37.1_PT
ACT_4_37.2,"Something was choking me down my throat, it felt like coming up.",ACT_4_37.2_PT
ACT_4_37.3,What was it that was coming out of me?,ACT_4_37.3_PT
ACT_4_37.4,Food?,ACT_4_37.4_PT
ACT_4_37.5,No...,ACT_4_37.5_PT
ACT_4_37.6,no.,ACT_4_37.6_PT
ACT_4_37.7,"The food I took was not that heavy, it was not.",ACT_4_37.7_PT
