keys,en,pt_BR
ACT_5_17.5,'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA','AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'
ACT_5_17.6,"my head shook with every instance of that scream, at points I could not tell whether it was there or not, or it was just blown away eons ago.","minha cabeça balançou com cada instância daquele grito, algumas vezes eu não sabia dizer se ele estava lá ou não, ou se ela fora levado embora há eras atrás."
ACT_5_17.7,"The brain had rotted from inside, I know...","O cérebro tinha apodrecido de dentro da fora, sabe..."
ACT_5_17.8,I can tell.,Eu podia afirmar.
ACT_5_17.9,"It was my brain, and","Era meu cérebro, e"
ACT_5_17.10,I was smelling the smell of my own organs burning.,eu sentia o cheiro do meus próprios órgãos queimando.
ACT_5_17.11,[i]Drip[/i].,Pinga.
ACT_5_17.12,[i]Drip[/i].,Pinga.
ACT_5_17.13,[i]Drip[/i].,Pinga.
ACT_5_17.14,More blood dripped from knuckles.,Mais sangue pingou de meus dedos.
ACT_5_18.1,"I suddenly found myself muttering,","Subitamente eu me vi murmurando,"
ACT_5_18.2,"'I want this blood back, it's mine!'","'Eu quero esse sangue de volta, ele é meu!'"
ACT_5_18.3,"and without knowing I put my own bleeding hand in my mouth, and slurped up the blood that was dripping from it.","e sem perceber eu coloquei minha própria mão ensanguentada na boca, e bebi o sangue que pingava dela."
ACT_5_19.1,'COFF! COFF!' I coughed out my own blood.,'COFF! COFF!' eu tossi meu próprio sangue.
ACT_5_19.2,WHY DID I COUGHED OUT MY OWN FUCKING BLOOD?!,POR QUE EU TOSSIRA A PORRA DO MEU PRÓPRIO SANGUE?!
ACT_5_19.3,IT IS MY BLOOD!,É MEU SANGUE!
ACT_5_19.4,IT BELONGS TO MY BODY!,ELE PERTENCE AO MEU CORPO!
ACT_5_19.5,I WANT MY BLOOD BACK INTO MY BODY!!!!,EU QUERO MEU SANGUE DE VOLTA DENTRO DO MEU CORPO!!!!
ACT_5_19.6,IT IS SUPPOSED TO TASTE GOOD!,ELE DEVERIA SER SABOROSO!
ACT_5_19.7,MY BLOOD IS PURE!,MEU SANGUE É PURO!
ACT_5_19.8,I AM SUPPOSED TO TAKE IT BACK WITH NO PROBLEMS!,EU DEVERIA CONSEGUIR RECUPERÁ-LO SEM PROBLEMAS!
ACT_5_19.9,IT IS NOT SUPPOSED TO BE TASTELESS!,ELE NÃO DEVERIA SER INSÍPIDO!
ACT_5_19.10,IT IS SUPPOSED TO BE PURE!,DEVERIA SER PURO!
ACT_5_19.11,PURE THINGS CAN BE DRINKED!,COISAS PURAS PODEM SER BEBIDAS!
ACT_5_19.12,PURE THINGS CAN BE EATEN!,COISAS PURAS PODEM SER COMIDAS!
ACT_5_19.13,PURE THINGS CAN BE BIT!,COISAS PURAS PODEM SER MORDIDAS!
ACT_5_19.14,I WANT IT BACK IN MY BODY!,EU O QUERO DE VOLTA NO MEU CORPO!
ACT_5_19.15,I WANT IT NOW!,EU QUERO AGORA!
ACT_5_19.16,NOW!,AGORA!
ACT_5_19.17,NOW!,AGORA!
ACT_5_19.18,NOW!,AGORA!
ACT_5_20.1,"I coughed up my own,","Eu tossi meu próprio,"
ACT_5_20.2,MY VERY OWN blood.,O MEU PRÓPRIO sangue.
ACT_5_20.3,Why was it not going inside my body?,Por que ele não estava entrando no meu corpo?
ACT_5_20.4,Why did it had to fucking bleed out to the ground?,Por que ele tinha que sangrar até a porra do chão?
ACT_5_20.5,It looked so ugly down there.,Ele ficava tão feio ali em baixo.
ACT_5_20.6,My reflection looked malicious in it.,Meu reflexo parecia malicioso nele.
ACT_5_20.7,"I am not malicious, I am just a guy trying to live a normal life, and yet, that innocent guy, in its reflection, looked so ugly, so malevolent, so dangerous, and...","Eu não sou malicioso, sou apenas um cara tentando viver uma vida normal, e mesmo assim, aquele cara inocente, em seu reflexo, parecia feio, tão malévolo, tão perigoso, e..."
ACT_5_21.1,SO VIOLENT.,TÃO VIOLENTO.
ACT_5_22.1,"I looked it up, and saw that it was standing just there, where I had first seen it.","Eu olhei para cima, e vi que ela estava de pé ali, onde eu a vira pela primeira vez."
ACT_5_22.2,'You!','Você!'
ACT_5_22.3,"I grunted, and walked with limping steps,","eu resmunguei, e caminhei com passos mancos,"
ACT_5_22.4,'You FUCKING...echa...ack....','Sua PORRA de... Echa... Ack...'
ACT_5_22.5,"I was choking on my own words, but my eyes did not flicker even for a single second.","eu estava engasgando com minhas próprias palavras, mas meus olhos não piscaram nem sequer por um segundo."
ACT_5_22.6,"They were wide open, staring intently at that at the very edge of the hallway.","Eles estavam arregalados, encarando intensamente o limite daquele mesmo corredor."
ACT_5_22.7,"I would not blink on my own, until that thing was blinking no more.","Eu não piscaria por vontade própria, até aquela coisa não estar mais piscando."
ACT_5_23.1,"As I limped further and further towards my goal, the voices in my head got louder and louder.","Enquanto eu mancava cada vez mais próximo do meu objetivo, as vozes na minha cabeça ficavam cada vez mais altas."
ACT_5_23.2,"Trickling down the ground, I left footprints on the red substance that fell from grace out of my body.","Escorrendo até o chão, eu deixava pegadas na substância vermelha que escapava do meu corpo."
ACT_5_23.3,"I was going to make sure that when I cornered it, I will make up for it by drinking the blood of that monster.","Eu iria me certificar de que quando eu a encurralasse, eu iria compensar bebendo o sangue daquele monstro."
ACT_5_24.1,'GET BACK HERE!,'VOLTE AQUI!
ACT_5_24.2,I GOTTA KILL YOU!,EU PRECISO TE MATAR!
ACT_5_24.3,LET ME KILL YOU!,DEIXE-ME TE MATAR!
ACT_5_24.4,YOU KNOW WHAT YOU DID!,VOCÊ SABE O QUE FEZ!
ACT_5_24.5,YOU KNOW WHAT YOU HAVE CAUSED!,VOCÊ SABE O QUE CAUSOU!
ACT_5_24.6,COME QUICK AND I WILL MAKE IT QUICK!',VENHA RÁPIDO E EU SEREI RÁPIDO!'
ACT_5_24.7,"Those words were empty, I had already made up my mind that whatever was about to happen, was definitely not going to be quick.","Essas palavras eram vazias, eu já havia decidido que o que quer que fosse acontecer, definitivamente não seria rápido."
ACT_5_25.1,"I was back in that room, back in that wretched room where they had taken my Kaede from me.","Eu estava de volta àquele quarto, de volta àquele maldito quarto onde minha Kaede fora tomada de mim."
ACT_5_25.2,I was not gonna let it slide.,Eu não ia deixar passar.
ACT_5_26.1,I believe you!,Eu acredito em você!
ACT_5_26.2,"Yes, You!","Sim, Você!"
ACT_5_26.3,"The one I narrate my tale to can see the room, can't you?","A pessoa para a qual eu narro minha história consegue ver o quarto, não consegue?"
ACT_5_26.4,"Then tell me, do you see its walls breat?","Então diga-me, você vê suas paredes respirando?"
ACT_5_26.5,Because I did.,Pois eu via.
ACT_5_26.6,"I saw each of the walls expand to almost unnatural size, and with them they carried a sound of breathing.","Eu vi cada uma das paredes expandir a um tamanho quase anormal, e com isso elas carregavam o som de respiração."
ACT_5_26.7,"It would expand so much that I could make out its wallpaper stretching beyond its breaking point, and as I would stare at them, I would realize that these were no normal walls....","Elas expandiam-se tanto que eu conseguia ver o papel de parede esticando-se além do seu limite, e enquanto as encarava, percebia que não eram paredes normais..."
ACT_5_26.8,"they were live skin, and that I was somehow ....","Eram feitas de pele viva, e que eu de algum modo..."
ACT_5_27.1,...at the mouth of the beast.,... Estava na boca da fera.
ACT_5_28.1,"The voice returned, and it whispered near the other door of the room.","A voz retornou, e ela sussurrou próxima à outra porta do quarto."
ACT_5_28.2,I closed my eyes and followed...,Fechei os olhos e a segui...
ACT_5_29.1,"...and quickly opened the door, without trying to open my eyes even once, and when I finally did, I was standing in that hall again.","... e rapidamente abri a porta, sem tentar abrir os olhos uma única vez, e quando finalmente o fiz, estava de volta ao corredor."
ACT_5_29.2,"That hall, opened to the other door of the ROOM.","Aquele corredor, aberto à outra porta do QUARTO."
ACT_5_29.3,NOT THIS DOOR!,NÃO ESSA PORTA!
ACT_5_29.4,How was I back in that hall?!,Como eu havia voltado ao corredor?!
ACT_5_30.1,"WAIT,","ESPERA,"
ACT_5_30.2,WHEN DID YOUR HOUSE HAD A GIANT HALL?,DESDE QUANDO SUA CASA POSSUI UM CORREDOR GIGANTE?
ACT_5_31.1,I turned around and opened back that door...,Eu me virei e abri novamente aquela porta...
ACT_5_32.1,...and somehow exited into my....my....,... e de algum modo saí no meu... Meu...
ACT_5_33.1,...office.,... Escritório.
ACT_5_34.1,"It was just like how I had left it, but it was.......","Estava do modo como eu o havia deixado, mas era..."
ACT_5_34.2,impossible.,Impossível.
ACT_5_35.1,The walls...,As paredes...
ACT_5_36.1,They started breathing again.,Elas começaram a respirar novamente.
ACT_5_37.1,"They were expanding again,","Estavam expandindo-se novamente,"
ACT_5_37.2,"and falling again,","e diminuindo,"
ACT_5_37.3,"and expanding,","e expandindo,"
ACT_5_37.4,"and falling,","e diminuindo,"
ACT_5_37.5,"and expanding,","e expandindo,"
ACT_5_37.6,"and falling,","e diminuindo,"
ACT_5_37.7,"and expanding,","e expandindo,"
ACT_5_37.8,"and falling,","e diminuindo,"
ACT_5_37.9,"and expanding,","e expandindo,"
ACT_5_37.10,and falling....,e diminuindo...
ACT_5_38.1,My hair flew up in the air.,Meu cabelo foi soprado.
ACT_5_38.2,"Something was breathing behind me again, I turned around, but there was nothing.","Algo estava respirando atrás de mim novamente, eu me virei, mas não havia nada ali."
ACT_5_39.1,They flew again.,Ele foi soprado novamente.
ACT_5_39.2,AGAIN!,NOVAMENTE!
ACT_5_39.3,"But nothing was behind me, AGAIN!","Mas não havia nada atrás de mim, NOVAMENTE!"
ACT_5_39.4,That breath!,Aquela respiração!
ACT_5_39.5,It was cold...,Era fria...
ACT_5_39.6,"cold as ice,","Fria como gelo,"
ACT_5_39.7,and it froze the back of my head every time it came.,e ela congelava a parte de trás da minha cabeça sempre que a atingia.
ACT_5_39.8,"That cold was not gentle either,","Aquele frio também não era gentil,"
ACT_5_39.9,it pierced like needles through my skull.,ele me perfurava como agulhas através do meu crânio.
ACT_5_39.10,I did not wish for it once more...,Eu não queria sentí-lo novamente...
ACT_5_40.1,"'AAAAAA',","'AAAAAA',"
ACT_5_40.2,I staggered away from the place where I was standing.,eu me afastei do lugar onde estava de pé.
ACT_5_40.3,"This breath was unbearable, and this breathing room,","A respiração era insuportável, e essa sala respirando,"
ACT_5_40.4,it was,era
ACT_5_40.5,an eyesore!,horrorosa!
ACT_5_41.1,Can you see it?,Você consegue ver?
ACT_5_41.2,"At the corner of the room,","No canto da sala,"
ACT_5_41.3,"just there,","bem ali,"
ACT_5_41.4,"where the two walls met,","onde as duas paredes se encontram,"
ACT_5_41.5,stood a half dead body.,jazia um corpo meio morto.
ACT_5_41.6,"It had skin on one end, and nothing but splattered flesh on the other.","Ele tinha pele em uma extremidade, e nada além de carne destroçada na outra."
ACT_5_41.7,"It was cut in half, with a perfect symmetry, and its red blood was drooling all over the wall.","Estava cortado na metade, com uma simetria perfeita, e seu sangue vermelho manchava toda a parede."
ACT_5_41.8,"You want to know something funny,","Quer saber de algo engraçado,"
ACT_5_41.9,if you just....,se você só...
ACT_5_41.10,"just tilt your head sideways,","Virar a cabeça de lado,"
ACT_5_41.11,you could see that this half-chewed body resembled that of a half-an-open mouth.,você consegue ver que esse corpo meio mastigado parece uma boca meio aberta.
ACT_5_41.12,"The body that was left, it was molded and broken into a shape that resembled a lip, the few broken pieces of its skeleton that popped out of that cut apart skin, were broken into so many cracks that they resembled the upper teeth.","O que sobrara do corpo estava modelado e quebrado no que parecia a forma de um lábio, os poucos pedaços quebrados de seu esqueleto que brotavam daquela pele cortada estavam quebrados em tantos pedaços que eles pareciam dentes superiores."
ACT_5_42.1,However...,Entretanto...
ACT_5_43.1,...there was no lower jaw.,Não havia mandíbula inferior.
ACT_5_43.2,NO LOWER JAW.,NENHUMA MANDÍBULA INFERIOR.
ACT_5_43.3,ONLY MEAT!,APENAS CARNE!
ACT_5_43.4,"RED,","CARNE VERMELHA,"
ACT_5_43.5,"DIRTY,","SUJA,"
ACT_5_43.6,"SPILLED,","PODRE,"
ACT_5_43.7,ROTTEN MEAT ALL OVER THE WALLS!,E DERRAMADA POR TODA A PAREDE!
ACT_5_43.8,And you want to know the worst part of it?,E você quer saber a pior parte de tudo isso?
ACT_5_43.9,That dead piece of flesh....,Aquele pedaço de carne morta...
ACT_5_44.1,...,...
ACT_5_45.1,.....,....
ACT_5_46.1,.......,.......
ACT_5_47.1,...was breathing.,... Estava respirando.
ACT_5_48.1,"YOU CAN SEE IT,","VOCÊ CONSEGUE VER,"
ACT_5_48.2,CAN'T YOU?!,NÃO CONSEGUE?!
ACT_5_48.3,PLEASE TELL ME YOU CAN!,POR FAVOR ME DIGA QUE CONSEGUE!
ACT_5_48.4,FOR IT IS THE MOST HORRIBLE SIGHT THAT CAN BEFELL ANY LIVING BEING'S EYES!,POIS ESSA É A VISÃO MAIS HORRÍVEL QUE PODE RECAIR SOBRE OS OLHOS DE UM SER VIVO!
ACT_5_49.1,"I closed my eyes, and followed that voice again...","Eu fechei os olhos, e segui a voz novamente..."
ACT_5_50.1,...and when I opened my eyes...,... E quando os abri...
ACT_5_51.1,I was in my living room.,Estava na minha sala de estar.
ACT_5_52.1,It was painful...,Era doloroso...
ACT_5_52.2,"so,","Tão,"
ACT_5_52.3,"so,","tão,"
ACT_5_52.4,painful to hear all these voices.,doloroso ouvir todas aquelas vozes.
ACT_5_52.5,"I did not wish to stand here anymore, and yet I cannot see an exit.","Eu não queria mais ficar aqui, e mesmo assim não conseguia ver uma saída."
ACT_5_52.6,"My head was hot,","Minha cabeça estava quente,"
ACT_5_52.7,"my body was hot,","meu corpo estava quente,"
ACT_5_52.8,everything was burning.,tudo estava queimando.
ACT_5_52.9,"The cold breaths when they came,","As respirações frias, quando vinham,"
ACT_5_52.10,"they pierced through my skull,","perfuravam meu crânio,"
ACT_5_52.11,"and these voices,","e essas vozes,"
ACT_5_52.12,"THESE FUCKING VOICES,","ESSAS PORRAS DE VOZES,"
ACT_5_52.13,they won't stop.,não param.
ACT_5_52.14,THEY JUST WON'T STOP!,ELAS SIMPLESMENTE NÃO PARAM!
ACT_5_53.1,And as I laid there in pain and agony...,Enquanto eu deitava ali com dor e agonizando...
ACT_5_53.2,I wished...,Eu desejei...
ACT_5_53.3,I could only wish that whatever was happening was just a figment of my mind.,Eu conseguia apenas desejar que o quer que estivesse acontecendo fosse apenas invenção da minha mente.
ACT_5_53.4,That it was just happening in my brain.,Que isso estava acontecendo apenas no meu cérebro.
ACT_5_53.5,"That I will soon open my eyes, and wake up to a world that was","Que eu logo abriria os olhos, e acordaria para um mundo que era"
ACT_5_53.6,NORMAL.,NORMAL.
ACT_5_54.1,"However, I was coughing blood from my throat, and bleeding from my hand.","Entretanto, eu estava tossindo sangue da minha garganta, e sangrando pelas mãos."
ACT_5_54.2,"And as I stared at those two gulps of red that flow from my body,","Enquanto olhava aqueles dois fluxos vermelhos que fluíam de meu corpo,"
ACT_5_54.3,I knew...,eu soube...
ACT_5_54.4,I very well knew....,Eu soube muito bem...
ACT_5_55.1,...that this was no dream....,Que isso não era um sonho...
ACT_5_56.1,....that this was no figment of my imagination....,... Que isso não era invenção da minha imaginação...
ACT_5_57.1,...that this was....this was...,... Que isso tudo isso estava... Isso estava...
ACT_5_58.1,...all really happening to me....and it was happening...,... Realmente acontecendo comigo... E estava acontecendo...
ACT_5_59.1,...right in the real world.,... Bem no mundo real.
ACT_5_60.1,"I knew that following the voice spelled doom, but there was nothing else I could do.","Eu sabia que seguir a voz seria o meu fim, mas não havia mais o que fazer."
ACT_5_60.2,All I could do was follow and open the front door...,Tudo o que eu podia fazer era seguir e abrir a porta da frente...
ACT_5_61.1,...knowing very well...,... Sabendo bem que...
ACT_5_62.1,...that whatever I would escape into...,... Para onde quer que eu escapasse...
ACT_5_63.1,...was not going to be the outside world.,... Não seria o mundo exterior.
ACT_5_64.1,I was back in that room.,Eu estava de volta àquele quarto.
ACT_5_64.2,It made no sense.,Não fazia sentido.
ACT_5_64.3,"The front door was nowhere near my bedroom, then how come that I was back in it?","A porta da frente não ficava próxima de nenhum lugar do meu quarto, então como eu havia voltado a ele?"
ACT_5_64.4,I wanted to ask so many questions but...,"Eu queria fazer tantas perguntas, mas..."
ACT_5_65.1,...those breathing walls had my attention.,... Aquelas paredes respirando seguraram minha atenção.
ACT_5_65.2,"Now whenever I saw them stretch far and far away, I would see shadows of the bodies trapped inside.","Agora sempre que eu as via esticando para muito e muito longe, eu via sombras de corpos presos em seus interiores."
ACT_5_65.3,They were clinging at the skin of the walls that trapped them.,Elas se agarravam à pele das paredes que as prendiam.
ACT_5_65.4,"My shoulders lost all the powers that they once possessed, and I fell down on my knees.","Meus ombros perderam toda a força que outrora possuíam, e eu caí de joelhos."
ACT_5_65.5,'COFF!,'COFF!
ACT_5_65.6,COFF!',COFF!'
ACT_5_65.7,"Whatever coughed, it wasn't me.","Quem quer que tenha tossido, não fui eu."
ACT_5_66.1,Cackle.,Risos.
ACT_5_66.2,Cackle.,Risos.
ACT_5_66.3,They all were cackling around me like crows.,Estavam todos rindo ao meu redor como corvos.
ACT_5_66.4,Why do crows cackle you ask?,"Por que corvos riem, você pergunta?"
ACT_5_67.1,"Well, they are attracted to the smell of death,","Bem, eles são atraídos pelo cheiro de morte,"
ACT_5_67.2,"and smell of flesh,","e pelo cheiro de carne,"
ACT_5_67.3,and smell of anything that bled.,e pelo cheiro de qualquer coisa que tenha sangrado.
ACT_5_67.4,"I bled from top to bottom,","Eu sangrava por todo o meu corpo,"
ACT_5_67.5,and I was a dying one.,e eu estava morrendo.
ACT_5_67.6,"My body was rotting,","Meu corpo estava apodrecendo,"
ACT_5_67.7,"that once stable flesh,","aquela outrora estável carne,"
ACT_5_67.8,"dissolving into nothing but a pulp of chewed organs,","dissolvendo em uma massa de órgãos mastigados,"
ACT_5_67.9,"torn skin,","pele rasgada,"
ACT_5_67.10,and an overflowed pool of blood.,e uma poça transbordada de sangue.
ACT_5_67.11,I wonder.,Eu me pergunto.
ACT_5_67.12,Ha.,Ha.
ACT_5_67.13,Ha.,Ha.
ACT_5_67.14,"I wonder when they rip me apart, what they will do with my intestines?","Eu me pergunto se quando eles me rasgarem, o que eles farão com meus intestinos?"
ACT_5_67.15,Would they eat it last or eat it first?,Eles o comeriam por último ou o comeriam primeiro?
ACT_5_67.16,Or would they spread it out wide in a showcase of modern art:,Ou eles o esticariam em uma exibição de arte moderna:
ACT_5_67.17,[i]wrapped around my skin like a fish caught in a net.[/i],enrolado em minha pele como um peixe preso em uma rede.
ACT_5_68.1,I was out of playing that game.,Eu estava jogando aquele jogo.
ACT_5_68.2,I wanted whatever it was to just show itself and be done with me.,Eu queria que o quer que estivesse ali aparecesse logo e acabasse comigo.
ACT_5_68.3,"I was already dying, I wanted to get out of this.","Eu já estava morrendo, eu queria sair daquela situação."
